season,date,home,away,ht_home,ht_away,ft_home,ft_away
2024,2024-07-20,Lokomotiv,Akron,2,2,3,2
2024,2024-07-20,Krylia Sovetov,Zenit,0,3,0,4
2024,2024-07-20,FC Rostov,CSKA Moscow,0,0,0,0
2024,2024-07-20,Dynamo,Fakel,3,0,3,1
2024,2024-07-21,FC Orenburg,Spartak Moscow,0,0,2,0
2024,2024-07-21,Akhmat,FC Krasnodar,1,1,1,1
2024,2024-07-21,Khimki,Makhachkala,0,1,1,1
2024,2024-07-22,Nizhny Novgorod,Rubin,1,3,2,4
2024,2024-07-26,Krylia Sovetov,FC Rostov,0,1,1,3
2024,2024-07-27,Nizhny Novgorod,CSKA Moscow,0,1,0,3
2024,2024-07-27,Rubin,Zenit,0,2,0,4
2024,2024-07-27,Dynamo,Lokomotiv,1,1,3,1
2024,2024-07-27,Fakel,Akron,0,0,0,2
2024,2024-07-28,Khimki,Spartak Moscow,0,0,1,3
2024,2024-07-28,FC Orenburg,Akhmat,0,0,0,0
2024,2024-07-28,FC Krasnodar,Makhachkala,0,0,0,0
2024,2024-08-03,Akron,Dynamo,0,1,0,2
2024,2024-08-03,Zenit,FC Rostov,4,0,5,0
2024,2024-08-03,Rubin,Khimki,1,0,2,3
2024,2024-08-04,CSKA Moscow,FC Orenburg,3,1,5,1
2024,2024-08-04,Fakel,FC Krasnodar,0,0,0,0
2024,2024-08-04,Akhmat,Lokomotiv,0,3,0,5
2024,2024-08-04,Makhachkala,Nizhny Novgorod,0,0,0,1
2024,2024-08-05,Spartak Moscow,Krylia Sovetov,2,0,3,0
2024,2024-08-09,Nizhny Novgorod,Khimki,1,0,1,0
2024,2024-08-09,FC Rostov,Rubin,1,0,1,1
2024,2024-08-10,Lokomotiv,Makhachkala,1,0,2,0
2024,2024-08-10,Zenit,Dynamo,0,0,1,0
2024,2024-08-10,FC Orenburg,Akron,0,1,2,2
2024,2024-08-10,FC Krasnodar,CSKA Moscow,1,0,2,1
2024,2024-08-11,Krylia Sovetov,Fakel,0,0,2,0
2024,2024-08-11,Spartak Moscow,Akhmat,0,0,0,0
2024,2024-08-17,Dynamo,Krylia Sovetov,0,0,1,0
2024,2024-08-17,FC Rostov,FC Orenburg,0,2,3,2
2024,2024-08-18,Khimki,Zenit,0,0,1,1
2024,2024-08-18,CSKA Moscow,Lokomotiv,0,0,0,1
2024,2024-08-18,Spartak Moscow,Fakel,2,0,3,0
2024,2024-08-18,FC Krasnodar,Nizhny Novgorod,0,1,2,1
2024,2024-08-19,Akron,Rubin,1,0,1,2
2024,2024-08-19,Makhachkala,Akhmat,0,0,1,0
2024,2024-08-23,Rubin,Makhachkala,1,0,2,0
2024,2024-08-24,CSKA Moscow,Akron,0,0,4,0
2024,2024-08-24,Zenit,Spartak Moscow,0,0,0,0
2024,2024-08-24,Fakel,FC Orenburg,0,0,1,0
2024,2024-08-24,Akhmat,Khimki,0,1,3,3
2024,2024-08-25,Krylia Sovetov,Nizhny Novgorod,0,0,3,1
2024,2024-08-25,Dynamo,FC Krasnodar,0,1,0,1
2024,2024-08-25,Lokomotiv,FC Rostov,2,1,3,2
2024,2024-08-31,Khimki,CSKA Moscow,0,1,0,2
2024,2024-08-31,Nizhny Novgorod,Zenit,0,1,0,3
2024,2024-08-31,Spartak Moscow,Rubin,0,0,1,0
2024,2024-08-31,Akhmat,Akron,0,0,0,0
2024,2024-09-01,FC Orenburg,Dynamo,1,0,2,2
2024,2024-09-01,Krylia Sovetov,Makhachkala,0,1,0,1
2024,2024-09-01,Lokomotiv,FC Krasnodar,0,2,0,3
2024,2024-09-01,FC Rostov,Fakel,2,0,4,1
2024,2024-09-13,Rubin,Krylia Sovetov,0,2,0,2
2024,2024-09-14,FC Orenburg,Lokomotiv,1,2,2,4
2024,2024-09-14,Fakel,Nizhny Novgorod,0,0,0,0
2024,2024-09-14,CSKA Moscow,Zenit,0,1,0,1
2024,2024-09-14,FC Krasnodar,FC Rostov,1,0,2,0
2024,2024-09-15,Dynamo,Akhmat,1,0,4,2
2024,2024-09-15,Akron,Khimki,2,0,3,0
2024,2024-09-15,Makhachkala,Spartak Moscow,1,1,1,1
2024,2024-09-21,Akron,FC Krasnodar,0,2,2,5
2024,2024-09-21,Zenit,Fakel,0,1,3,1
2024,2024-09-21,Rubin,CSKA Moscow,0,1,1,1
2024,2024-09-22,Khimki,FC Orenburg,0,0,0,0
2024,2024-09-22,Spartak Moscow,Dynamo,2,1,2,2
2024,2024-09-22,FC Rostov,Makhachkala,0,0,0,0
2024,2024-09-22,Nizhny Novgorod,Lokomotiv,1,1,1,3
