season,date,home,away,ht_home,ht_away,ft_home,ft_away,fixture_id,league_id
2024,2024-07-19,Jagiellonia,Puszcza Niepołomice,0.0,0.0,2.0,0.0,1202952,106
2024,2024-07-19,Slask Wroclaw,Lechia Gdansk,0.0,1.0,1.0,1.0,1202958,106
2024,2024-07-20,GKS Katowice,Radomiak Radom,0.0,2.0,1.0,2.0,1202951,106
2024,2024-07-20,Pogon Szczecin,Korona Kielce,1.0,0.0,3.0,0.0,1202956,106
2024,2024-07-20,Legia Warszawa,Zaglebie Lubin,0.0,0.0,2.0,0.0,1202954,106
2024,2024-07-21,Cracovia Krakow,Piast Gliwice,0.0,1.0,1.0,1.0,1202950,106
2024,2024-07-21,Lech Poznan,Gornik Zabrze,1.0,0.0,2.0,0.0,1202953,106
2024,2024-07-21,Motor Lublin,Raków Częstochowa,0.0,1.0,0.0,2.0,1202955,106
2024,2024-07-22,Stal Mielec,Widzew Łódź,1.0,0.0,1.0,1.0,1202957,106
2024,2024-07-26,Puszcza Niepołomice,Gornik Zabrze,0.0,1.0,2.0,2.0,1202963,106
2024,2024-07-26,Lechia Gdansk,Motor Lublin,0.0,0.0,0.0,2.0,1202961,106
2024,2024-07-27,Stal Mielec,GKS Katowice,0.0,1.0,0.0,1.0,1202966,106
2024,2024-07-27,Radomiak Radom,Jagiellonia,0.0,2.0,2.0,3.0,1202964,106
2024,2024-07-27,Widzew Łódź,Lech Poznan,2.0,1.0,2.0,1.0,1202967,106
2024,2024-07-28,Zaglebie Lubin,Pogon Szczecin,2.0,1.0,2.0,2.0,1202959,106
2024,2024-07-28,Piast Gliwice,Slask Wroclaw,2.0,0.0,2.0,0.0,1202962,106
2024,2024-07-28,Korona Kielce,Legia Warszawa,0.0,0.0,0.0,1.0,1202960,106
2024,2024-07-29,Raków Częstochowa,Cracovia Krakow,0.0,0.0,0.0,1.0,1202965,106
2024,2024-08-02,Zaglebie Lubin,Puszcza Niepołomice,0.0,0.0,1.0,0.0,1202972,106
2024,2024-08-02,Gornik Zabrze,Pogon Szczecin,0.0,0.0,1.0,0.0,1202970,106
2024,2024-08-03,GKS Katowice,Raków Częstochowa,0.0,1.0,0.0,1.0,1202969,106
2024,2024-08-03,Jagiellonia,Stal Mielec,1.0,0.0,2.0,0.0,1202971,106
2024,2024-08-03,Lech Poznan,Lechia Gdansk,3.0,0.0,3.0,1.0,1202973,106
2024,2024-08-04,Motor Lublin,Korona Kielce,0.0,1.0,1.0,1.0,1202975,106
2024,2024-08-04,Legia Warszawa,Piast Gliwice,1.0,1.0,1.0,2.0,1202974,106
2024,2024-08-05,Cracovia Krakow,Widzew Łódź,1.0,1.0,1.0,3.0,1202968,106
2024,2024-08-09,Radomiak Radom,Gornik Zabrze,0.0,0.0,1.0,2.0,1202983,106
2024,2024-08-09,Raków Częstochowa,Lech Poznan,0.0,0.0,0.0,0.0,1202984,106
2024,2024-08-10,Korona Kielce,Cracovia Krakow,0.0,1.0,0.0,2.0,1202977,106
2024,2024-08-10,Pogon Szczecin,Stal Mielec,0.0,0.0,1.0,0.0,1202981,106
2024,2024-08-11,Lechia Gdansk,Zaglebie Lubin,0.0,0.0,1.0,1.0,1202978,106
2024,2024-08-11,Puszcza Niepołomice,Legia Warszawa,2.0,2.0,2.0,2.0,1202982,106
2024,2024-08-11,Widzew Łódź,Slask Wroclaw,0.0,0.0,0.0,0.0,1202985,106
2024,2024-08-12,Piast Gliwice,GKS Katowice,1.0,1.0,2.0,2.0,1202980,106
2024,2024-08-16,Puszcza Niepołomice,Lechia Gdansk,2.0,0.0,4.0,1.0,1202992,106
2024,2024-08-16,GKS Katowice,Motor Lublin,0.0,0.0,0.0,0.0,1202986,106
2024,2024-08-17,Jagiellonia,Cracovia Krakow,2.0,2.0,2.0,4.0,1202988,106
2024,2024-08-17,Zaglebie Lubin,Lech Poznan,0.0,1.0,0.0,1.0,1202989,106
2024,2024-08-17,Pogon Szczecin,Widzew Łódź,1.0,0.0,2.0,0.0,1202991,106
2024,2024-08-18,Slask Wroclaw,Korona Kielce,0.0,0.0,1.0,1.0,1202994,106
2024,2024-08-18,Legia Warszawa,Radomiak Radom,2.0,0.0,4.0,1.0,1202990,106
2024,2024-08-18,Gornik Zabrze,Raków Częstochowa,0.0,0.0,0.0,0.0,1202987,106
2024,2024-08-19,Stal Mielec,Piast Gliwice,0.0,0.0,2.0,0.0,1202993,106
2024,2024-08-23,Widzew Łódź,Radomiak Radom,2.0,1.0,3.0,2.0,1203002,106
2024,2024-08-23,Lechia Gdansk,Raków Częstochowa,0.0,0.0,1.0,2.0,1202999,106
2024,2024-08-24,Motor Lublin,Puszcza Niepołomice,0.0,0.0,0.0,0.0,1203000,106
2024,2024-08-24,Cracovia Krakow,Gornik Zabrze,1.0,2.0,3.0,2.0,1202995,106
2024,2024-08-24,Piast Gliwice,Zaglebie Lubin,1.0,0.0,1.0,0.0,1203001,106
2024,2024-08-25,GKS Katowice,Jagiellonia,1.0,1.0,3.0,1.0,1202996,106
2024,2024-08-25,Lech Poznan,Pogon Szczecin,0.0,0.0,2.0,0.0,1202998,106
2024,2024-08-25,Slask Wroclaw,Legia Warszawa,0.0,0.0,1.0,1.0,1203003,106
2024,2024-08-26,Korona Kielce,Stal Mielec,0.0,0.0,2.0,1.0,1202997,106
2024,2024-08-30,Raków Częstochowa,Piast Gliwice,0.0,0.0,0.0,1.0,1203011,106
2024,2024-08-30,Stal Mielec,Lech Poznan,0.0,2.0,0.0,2.0,1203012,106
2024,2024-08-31,Puszcza Niepołomice,Korona Kielce,0.0,0.0,0.0,0.0,1203009,106
2024,2024-08-31,Zaglebie Lubin,GKS Katowice,0.0,0.0,1.0,0.0,1203006,106
2024,2024-08-31,Radomiak Radom,Cracovia Krakow,1.0,0.0,2.0,1.0,1203010,106
2024,2024-09-01,Gornik Zabrze,Lechia Gdansk,0.0,2.0,2.0,3.0,1203004,106
2024,2024-09-01,Legia Warszawa,Motor Lublin,2.0,1.0,5.0,2.0,1203007,106
2024,2024-09-01,Pogon Szczecin,Slask Wroclaw,3.0,2.0,5.0,3.0,1203008,106
2024,2024-09-01,Jagiellonia,Widzew Łódź,1.0,0.0,1.0,0.0,1203005,106
2024,2024-09-13,Motor Lublin,Gornik Zabrze,0.0,0.0,1.0,0.0,1203019,106
2024,2024-09-13,GKS Katowice,Widzew Łódź,2.0,1.0,2.0,2.0,1203014,106
2024,2024-09-14,Lechia Gdansk,Radomiak Radom,0.0,0.0,1.0,0.0,1203017,106
2024,2024-09-14,Cracovia Krakow,Pogon Szczecin,1.0,0.0,2.0,1.0,1203013,106
2024,2024-09-14,Lech Poznan,Jagiellonia,2.0,0.0,5.0,0.0,1203016,106
2024,2024-09-15,Piast Gliwice,Puszcza Niepołomice,0.0,0.0,1.0,1.0,1203020,106
2024,2024-09-15,Korona Kielce,Zaglebie Lubin,2.0,0.0,2.0,0.0,1203015,106
2024,2024-09-15,Legia Warszawa,Raków Częstochowa,0.0,1.0,0.0,1.0,1203018,106
2024,2024-09-20,Radomiak Radom,Korona Kielce,2.0,0.0,4.0,0.0,1203027,106
2024,2024-09-20,Pogon Szczecin,Legia Warszawa,0.0,0.0,1.0,0.0,1203025,106
2024,2024-09-21,Puszcza Niepołomice,Cracovia Krakow,1.0,1.0,1.0,2.0,1203026,106
2024,2024-09-21,Jagiellonia,Lechia Gdansk,1.0,1.0,3.0,2.0,1203023,106
2024,2024-09-21,Widzew Łódź,Piast Gliwice,1.0,0.0,1.0,0.0,1203030,106
2024,2024-09-21,Gornik Zabrze,GKS Katowice,1.0,0.0,3.0,0.0,1203022,106
2024,2024-09-22,Stal Mielec,Motor Lublin,0.0,0.0,1.0,0.0,1203029,106
2024,2024-09-22,Raków Częstochowa,Zaglebie Lubin,1.0,1.0,5.0,1.0,1203028,106
2024,2024-09-22,Lech Poznan,Slask Wroclaw,0.0,0.0,1.0,0.0,1203024,106
2024,2024-09-25,Motor Lublin,Jagiellonia,0.0,1.0,0.0,2.0,1202979,106
2024,2024-09-27,GKS Katowice,Pogon Szczecin,1.0,0.0,3.0,1.0,1203032,106
2024,2024-09-27,Lechia Gdansk,Widzew Łódź,1.0,0.0,1.0,1.0,1203035,106
2024,2024-09-28,Raków Częstochowa,Puszcza Niepołomice,2.0,0.0,2.0,0.0,1203039,106
2024,2024-09-28,Motor Lublin,Slask Wroclaw,0.0,1.0,2.0,1.0,1203037,106
2024,2024-09-28,Legia Warszawa,Gornik Zabrze,1.0,1.0,1.0,1.0,1203036,106
2024,2024-09-29,Zaglebie Lubin,Radomiak Radom,0.0,0.0,1.0,0.0,1203033,106
2024,2024-09-29,Korona Kielce,Lech Poznan,1.0,1.0,2.0,3.0,1203034,106
2024,2024-09-29,Piast Gliwice,Jagiellonia,0.0,1.0,0.0,1.0,1203038,106
2024,2024-09-30,Cracovia Krakow,Stal Mielec,0.0,1.0,1.0,1.0,1203031,106
2024,2024-10-04,Puszcza Niepołomice,GKS Katowice,0.0,2.0,0.0,6.0,1203044,106
2024,2024-10-04,Widzew Łódź,Korona Kielce,0.0,0.0,0.0,1.0,1203047,106
2024,2024-10-05,Stal Mielec,Lechia Gdansk,0.0,1.0,2.0,1.0,1203046,106
2024,2024-10-05,Radomiak Radom,Raków Częstochowa,0.0,1.0,0.0,2.0,1203045,106
2024,2024-10-05,Gornik Zabrze,Zaglebie Lubin,0.0,1.0,0.0,1.0,1203040,106
2024,2024-10-05,Lech Poznan,Motor Lublin,1.0,1.0,1.0,2.0,1203042,106
2024,2024-10-06,Slask Wroclaw,Cracovia Krakow,2.0,1.0,2.0,4.0,1203048,106
2024,2024-10-06,Pogon Szczecin,Piast Gliwice,0.0,0.0,1.0,0.0,1203043,106
2024,2024-10-06,Jagiellonia,Legia Warszawa,1.0,0.0,1.0,1.0,1203041,106
2024,2024-10-18,Korona Kielce,Piast Gliwice,0.0,1.0,0.0,2.0,1203053,106
2024,2024-10-18,Lechia Gdansk,Legia Warszawa,0.0,0.0,0.0,2.0,1203054,106
2024,2024-10-19,Motor Lublin,Widzew Łódź,2.0,3.0,3.0,4.0,1203055,106
2024,2024-10-19,Zaglebie Lubin,Jagiellonia,0.0,2.0,1.0,3.0,1203052,106
2024,2024-10-19,Cracovia Krakow,Lech Poznan,0.0,0.0,0.0,2.0,1203049,106
2024,2024-10-20,GKS Katowice,Slask Wroclaw,0.0,0.0,0.0,0.0,1203050,106
2024,2024-10-20,Gornik Zabrze,Stal Mielec,1.0,1.0,3.0,1.0,1203051,106
2024,2024-10-20,Raków Częstochowa,Pogon Szczecin,0.0,0.0,1.0,0.0,1203057,106
2024,2024-10-21,Radomiak Radom,Puszcza Niepołomice,0.0,0.0,2.0,0.0,1203056,106
2024,2024-10-23,Slask Wroclaw,Stal Mielec,2.0,0.0,2.0,1.0,1203021,106
2024,2024-10-25,Piast Gliwice,Lechia Gdansk,1.0,1.0,3.0,3.0,1203062,106
2024,2024-10-25,Pogon Szczecin,Puszcza Niepołomice,1.0,0.0,2.0,1.0,1203063,106
2024,2024-10-26,Cracovia Krakow,Motor Lublin,2.0,2.0,6.0,2.0,1203058,106
2024,2024-10-26,Slask Wroclaw,Raków Częstochowa,0.0,0.0,0.0,0.0,1203066,106
2024,2024-10-26,Lech Poznan,Radomiak Radom,1.0,0.0,2.0,1.0,1203060,106
2024,2024-10-27,Stal Mielec,Zaglebie Lubin,1.0,0.0,2.0,2.0,1203064,106
2024,2024-10-27,Jagiellonia,Korona Kielce,1.0,0.0,3.0,1.0,1203059,106
2024,2024-10-27,Widzew Łódź,Gornik Zabrze,0.0,1.0,0.0,2.0,1203065,106
2024,2024-10-27,Legia Warszawa,GKS Katowice,2.0,1.0,4.0,1.0,1203061,106
2024,2024-11-02,Raków Częstochowa,Stal Mielec,0.0,0.0,1.0,0.0,1203075,106
2024,2024-11-02,Motor Lublin,Pogon Szczecin,3.0,1.0,4.0,2.0,1203072,106
2024,2024-11-02,Puszcza Niepołomice,Lech Poznan,2.0,0.0,2.0,0.0,1203073,106
2024,2024-11-03,Radomiak Radom,Piast Gliwice,1.0,0.0,1.0,1.0,1203074,106
2024,2024-11-03,Gornik Zabrze,Jagiellonia,0.0,0.0,0.0,2.0,1203068,106
2024,2024-11-03,Lechia Gdansk,Cracovia Krakow,0.0,2.0,1.0,2.0,1203070,106
2024,2024-11-03,Legia Warszawa,Widzew Łódź,1.0,1.0,2.0,1.0,1203071,106
2024,2024-11-04,GKS Katowice,Korona Kielce,1.0,1.0,1.0,2.0,1203067,106
2024,2024-11-04,Zaglebie Lubin,Slask Wroclaw,1.0,0.0,3.0,0.0,1203069,106
2024,2024-11-08,Piast Gliwice,Motor Lublin,1.0,2.0,2.0,3.0,1203080,106
2024,2024-11-08,Pogon Szczecin,Radomiak Radom,0.0,1.0,0.0,1.0,1203081,106
2024,2024-11-09,Korona Kielce,Lechia Gdansk,0.0,0.0,0.0,0.0,1203078,106
2024,2024-11-09,Cracovia Krakow,GKS Katowice,1.0,2.0,3.0,4.0,1203076,106
2024,2024-11-09,Widzew Łódź,Zaglebie Lubin,1.0,0.0,2.0,0.0,1203083,106
2024,2024-11-09,Slask Wroclaw,Gornik Zabrze,0.0,1.0,0.0,1.0,1203084,106
2024,2024-11-10,Stal Mielec,Puszcza Niepołomice,0.0,0.0,2.0,0.0,1203082,106
2024,2024-11-10,Jagiellonia,Raków Częstochowa,0.0,1.0,2.0,2.0,1203077,106
2024,2024-11-10,Lech Poznan,Legia Warszawa,2.0,2.0,5.0,2.0,1203079,106
2024,2024-11-22,Zaglebie Lubin,Motor Lublin,0.0,1.0,1.0,2.0,1203087,106
2024,2024-11-22,Jagiellonia,Slask Wroclaw,1.0,1.0,2.0,2.0,1203086,106
2024,2024-11-23,Lechia Gdansk,Pogon Szczecin,0.0,2.0,0.0,3.0,1203089,106
2024,2024-11-23,Lech Poznan,GKS Katowice,1.0,0.0,2.0,0.0,1203088,106
2024,2024-11-23,Legia Warszawa,Cracovia Krakow,3.0,1.0,3.0,2.0,1203090,106
2024,2024-11-24,Radomiak Radom,Stal Mielec,0.0,2.0,1.0,2.0,1203092,106
2024,2024-11-24,Raków Częstochowa,Korona Kielce,1.0,0.0,1.0,1.0,1203093,106
2024,2024-11-24,Gornik Zabrze,Piast Gliwice,0.0,0.0,1.0,0.0,1203085,106
2024,2024-11-25,Puszcza Niepołomice,Widzew Łódź,2.0,0.0,2.0,0.0,1203091,106
2024,2024-11-29,Cracovia Krakow,Zaglebie Lubin,1.0,0.0,1.0,1.0,1203094,106
2024,2024-11-29,Piast Gliwice,Lech Poznan,0.0,0.0,0.0,0.0,1203098,106
2024,2024-11-30,Slask Wroclaw,Puszcza Niepołomice,0.0,0.0,0.0,1.0,1203102,106
2024,2024-11-30,GKS Katowice,Lechia Gdansk,2.0,0.0,2.0,0.0,1203095,106
2024,2024-11-30,Widzew Łódź,Raków Częstochowa,1.0,2.0,2.0,3.0,1203101,106
2024,2024-12-01,Korona Kielce,Gornik Zabrze,0.0,0.0,2.0,4.0,1203096,106
