season,date,home,away,ht_home,ht_away,ft_home,ft_away
2024,2024-08-03,Heart Of Midlothian,Rangers,0,0,0,0
2024,2024-08-03,Motherwell,Ross County,0,0,0,0
2024,2024-08-04,Dundee Utd,Dundee,2,1,2,2
2024,2024-08-04,ST Mirren,Hibernian,0,0,3,0
2024,2024-08-04,Celtic,Kilmarnock,2,0,4,0
2024,2024-08-05,ST Johnstone,Aberdeen,0,1,1,2
2024,2024-08-10,Rangers,Motherwell,2,1,2,1
2024,2024-08-10,Ross County,Dundee Utd,0,0,1,1
2024,2024-08-10,Dundee,Heart Of Midlothian,3,0,3,1
2024,2024-08-11,Hibernian,Celtic,0,2,0,2
2024,2024-08-11,Kilmarnock,ST Johnstone,0,2,0,3
2024,2024-08-11,Aberdeen,ST Mirren,1,1,3,1
2024,2024-08-24,Hibernian,Dundee,1,1,2,2
2024,2024-08-24,Rangers,Ross County,2,0,6,0
2024,2024-08-24,Dundee Utd,ST Johnstone,0,0,2,0
2024,2024-08-25,ST Mirren,Celtic,0,2,0,3
2024,2024-08-25,Aberdeen,Kilmarnock,1,0,2,0
2024,2024-08-25,Motherwell,Heart Of Midlothian,1,0,3,1
2024,2024-08-31,Dundee,ST Mirren,1,2,2,2
2024,2024-08-31,ST Johnstone,Motherwell,0,1,1,2
2024,2024-08-31,Ross County,Aberdeen,0,0,0,1
2024,2024-09-01,Celtic,Rangers,2,0,3,0
2024,2024-09-01,Kilmarnock,Hibernian,0,0,1,1
2024,2024-09-01,Heart Of Midlothian,Dundee Utd,0,0,0,1
2024,2024-09-14,Celtic,Heart Of Midlothian,0,0,2,0
2024,2024-09-14,Hibernian,ST Johnstone,1,0,2,0
2024,2024-09-14,ST Mirren,Kilmarnock,2,1,2,2
2024,2024-09-14,Aberdeen,Motherwell,1,0,2,1
2024,2024-09-14,Ross County,Dundee,2,0,2,0
2024,2024-09-15,Dundee Utd,Rangers,0,1,0,1
2024,2024-09-21,ST Mirren,Heart Of Midlothian,2,1,2,1
2024,2024-09-21,Ross County,ST Johnstone,1,1,3,3
2024,2024-09-28,Kilmarnock,Dundee Utd,0,1,3,3
2024,2024-09-28,Dundee,Aberdeen,1,2,1,2
2024,2024-09-28,Heart Of Midlothian,Ross County,0,1,1,1
2024,2024-09-28,Motherwell,ST Mirren,2,1,2,1
2024,2024-09-28,ST Johnstone,Celtic,0,3,0,6
2024,2024-09-29,Rangers,Hibernian,1,0,1,0
2024,2024-10-05,Hibernian,Motherwell,0,0,1,2
