season,date,home,away,ht_home,ht_away,ft_home,ft_away
2023,2023-10-02,Sepahan FC,Al-Ittihad FC,,,,
2023,2023-08-15,Rangers,Hai Phong,1,0,1,1
2023,2023-08-15,Olmaliq,Al Seeb,0,0,1,0
2023,2023-08-15,Shabab Al Ahli Dubai,Al Wihdat,0,0,3,0
2023,2023-08-15,Sharjah FC,Bashundhara Kings,1,0,2,0
2023,2023-08-16,Warriors,Bali United,3,1,5,1
2023,2023-08-22,Urawa,Warriors,2,0,3,0
2023,2023-08-22,Incheon United,Hai Phong,1,1,1,1
2023,2023-08-22,SHANGHAI SIPG,Bangkok Glass,1,2,2,3
2023,2023-08-22,Hangzhou Greentown,Port FC,0,0,1,0
2023,2023-08-22,Al Wakrah,Navbahor,0,0,0,1
2023,2023-08-22,Tractor Sazi,Sharjah FC,0,1,1,3
2023,2023-08-22,Al-Nassr,Shabab Al Ahli Dubai,1,1,4,2
2023,2023-08-22,Al-Arabi SC,Olmaliq,0,0,0,1
2023,2023-09-18,Mumbai City,Nassaji Mazandaran,0,1,0,2
2023,2023-09-18,Al-Ittihad FC,Olmaliq,3,0,3,0
2023,2023-09-18,Al Faisaly,Nasaf,0,0,0,1
2023,2023-09-18,Al Quwa Al Jawiya,Sepahan FC,1,1,2,2
2023,2023-09-18,Al Sadd,Sharjah FC,0,0,0,0
2023,2023-09-18,Al-Hilal Saudi FC,Navbahor,0,0,1,1
2023,2023-09-19,Yokohama F. Marinos,Incheon United,2,2,2,4
2023,2023-09-19,Ulsan Hyundai FC,Bangkok Glass,1,1,3,1
2023,2023-09-19,Johor Darul Takzim FC,Kawasaki Frontale,0,1,0,1
2023,2023-09-19,Kaya,Shandong Luneng,0,0,1,3
2023,2023-09-19,Pakhtakor,Al Ain,0,2,0,3
2023,2023-09-19,Istiqlol,Al-Duhail SC,0,0,0,0
2023,2023-09-19,Ahal,Al-Fayha,0,0,1,0
2023,2023-09-19,Persepolis FC,Al-Nassr,0,0,0,2
2023,2023-09-20,Melbourne City,Ventforet Kofu,0,0,0,0
2023,2023-09-20,Jeonbuk Motors,Kitchee,1,0,2,1
2023,2023-09-20,Buriram United,Hangzhou Greentown,3,1,4,1
2023,2023-09-20,Ha Noi,Pohang Steelers,0,3,2,4
2023,2023-09-20,Home United,Bangkok United,1,0,1,2
2023,2023-09-20,Wuhan Three Towns,Urawa,1,0,2,2
2023,2023-10-02,Olmaliq,Al Quwa Al Jawiya,0,1,1,2
2023,2023-10-02,Sharjah FC,Al Faisaly,1,0,1,0
2023,2023-10-02,Nasaf,Al Sadd,1,0,3,1
2023,2023-10-02,Al-Duhail SC,Persepolis FC,0,0,0,1
2023,2023-10-02,Al-Nassr,Istiqlol,0,1,3,1
2023,2023-10-03,Kawasaki Frontale,Ulsan Hyundai FC,0,0,1,0
2023,2023-10-03,Incheon United,Kaya,3,0,4,0
