season,date,home,away,ht_home,ht_away,ft_home,ft_away
2024,2024-05-10,Sarmiento Junin,Instituto Cordoba,0,1,1,2
2024,2024-05-11,Newells Old Boys,Platense,0,0,2,0
2024,2024-05-11,Argentinos JRS,Rosario Central,2,2,3,2
2024,2024-05-11,Huracan,Defensa Y Justicia,1,0,3,1
2024,2024-05-11,Godoy Cruz,Barracas Central,0,0,0,1
2024,2024-05-11,Independiente,Talleres Cordoba,1,1,1,3
2024,2024-05-11,River Plate,Central Cordoba de Santiago,2,0,3,0
2024,2024-05-12,Tigre,Estudiantes L.P.,0,1,0,1
2024,2024-05-12,Deportivo Riestra,San Lorenzo,1,0,1,0
2024,2024-05-12,Belgrano Cordoba,Racing Club,1,3,4,4
2024,2024-05-12,Lanus,Independ. Rivadavia,0,1,0,2
2024,2024-05-12,Atletico Tucuman,Boca Juniors,1,0,1,0
2024,2024-05-13,Gimnasia L.P.,Velez Sarsfield,1,0,3,1
2024,2024-05-14,Union Santa Fe,Banfield,0,0,1,0
2024,2024-05-18,Independ. Rivadavia,Godoy Cruz,0,0,0,0
2024,2024-05-18,River Plate,Belgrano Cordoba,1,0,3,0
2024,2024-05-18,Defensa Y Justicia,Gimnasia L.P.,0,1,1,1
2024,2024-05-18,Instituto Cordoba,Union Santa Fe,1,1,1,1
2024,2024-05-19,Barracas Central,Sarmiento Junin,1,1,1,1
2024,2024-05-19,Platense,Independiente,0,0,0,0
2024,2024-05-19,Banfield,Huracan,0,1,1,1
2024,2024-05-19,Talleres Cordoba,Atletico Tucuman,1,0,2,0
2024,2024-05-19,Central Cordoba de Santiago,Boca Juniors,2,0,2,4
2024,2024-05-20,Estudiantes L.P.,Deportivo Riestra,1,0,2,0
2024,2024-05-20,San Lorenzo,Lanus,0,1,1,1
2024,2024-05-21,Racing Club,Argentinos JRS,1,0,3,0
2024,2024-05-21,Rosario Central,Tigre,0,1,1,1
2024,2024-05-21,Velez Sarsfield,Newells Old Boys,1,0,1,0
2024,2024-05-24,Deportivo Riestra,Rosario Central,0,1,0,2
2024,2024-05-24,Tigre,Racing Club,0,2,0,4
2024,2024-05-25,Belgrano Cordoba,Central Cordoba de Santiago,0,1,2,1
2024,2024-05-25,Lanus,Estudiantes L.P.,0,0,2,1
2024,2024-05-25,Argentinos JRS,River Plate,1,0,1,0
2024,2024-05-25,Newells Old Boys,Defensa Y Justicia,0,0,1,0
2024,2024-05-25,Boca Juniors,Talleres Cordoba,0,0,0,0
2024,2024-05-26,Huracan,Instituto Cordoba,0,0,1,0
2024,2024-05-26,Sarmiento Junin,Independ. Rivadavia,0,0,0,1
2024,2024-05-26,Gimnasia L.P.,Banfield,0,0,3,0
2024,2024-05-26,Independiente,Velez Sarsfield,0,1,1,1
2024,2024-05-27,Union Santa Fe,Barracas Central,1,0,2,0
2024,2024-05-28,Atletico Tucuman,Platense,0,0,1,1
2024,2024-06-01,Racing Club,Deportivo Riestra,0,0,1,0
2024,2024-06-01,Velez Sarsfield,Atletico Tucuman,0,1,1,1
2024,2024-06-01,Belgrano Cordoba,Argentinos JRS,0,0,1,0
2024,2024-06-02,Platense,Boca Juniors,0,0,1,0
2024,2024-06-02,Rosario Central,Lanus,0,1,1,1
2024,2024-06-02,Central Cordoba de Santiago,Talleres Cordoba,1,1,2,4
2024,2024-06-02,River Plate,Tigre,1,1,3,1
2024,2024-06-02,Instituto Cordoba,Gimnasia L.P.,1,1,2,1
2024,2024-06-03,San Lorenzo,Sarmiento Junin,0,0,0,1
2024,2024-06-04,Defensa Y Justicia,Independiente,0,0,0,0
2024,2024-06-04,Estudiantes L.P.,Godoy Cruz,0,1,1,1
2024,2024-06-04,Barracas Central,Huracan,0,1,0,2
2024,2024-06-04,Banfield,Newells Old Boys,0,0,2,0
