season,date,home,away,ht_home,ht_away,ft_home,ft_away,fixture_id,league_id,home_shots,home_sot,away_shots,away_sot,home_xg_est,away_xg_est
2024,2024-08-09,Vitesse,Telstar,0.0,1.0,2.0,3.0,1209841,89,16.0,,10.0,,0.48,0.3
2024,2024-08-09,Emmen,Dordrecht,0.0,2.0,1.0,2.0,1209837,89,21.0,,16.0,,0.63,0.48
2024,2024-08-09,MVV,Cambuur,0.0,0.0,0.0,1.0,1209839,89,9.0,,13.0,,0.27,0.39
2024,2024-08-09,FC Eindhoven,Den Bosch,1.0,0.0,2.0,0.0,1209836,89,13.0,,9.0,,0.39,0.27
2024,2024-08-09,FC OSS,Excelsior,0.0,1.0,3.0,1.0,1209840,89,9.0,,25.0,,0.27,0.75
2024,2024-08-09,Helmond Sport,Jong Utrecht,1.0,1.0,1.0,1.0,1209838,89,11.0,,8.0,,0.33,0.24
2024,2024-08-10,ADO Den Haag,VVV Venlo,1.0,0.0,1.0,1.0,1209842,89,9.0,,6.0,,0.27,0.18
2024,2024-08-11,De Graafschap,FC Volendam,2.0,1.0,4.0,3.0,1209843,89,17.0,,11.0,,0.51,0.33
2024,2024-08-12,Jong PSV,Jong Ajax,0.0,0.0,2.0,2.0,1209845,89,23.0,,21.0,,0.69,0.63
2024,2024-08-12,Jong AZ,Roda,4.0,1.0,6.0,1.0,1209844,89,19.0,,17.0,,0.57,0.51
2024,2024-08-16,Excelsior,De Graafschap,1.0,0.0,3.0,1.0,1209846,89,15.0,,15.0,,0.45,0.45
2024,2024-08-16,VVV Venlo,Vitesse,0.0,0.0,0.0,1.0,1209852,89,20.0,,6.0,,0.6,0.18
2024,2024-08-16,Roda,FC OSS,0.0,0.0,0.0,0.0,1209849,89,18.0,,11.0,,0.54,0.33
2024,2024-08-16,Den Bosch,Jong AZ,3.0,0.0,6.0,0.0,1209847,89,23.0,,9.0,,0.69,0.27
2024,2024-08-16,Telstar,FC Eindhoven,0.0,1.0,0.0,3.0,1209851,89,10.0,,7.0,,0.3,0.21
2024,2024-08-16,Jong Utrecht,Jong PSV,0.0,1.0,0.0,2.0,1209848,89,6.0,,11.0,,0.18,0.33
2024,2024-08-17,Dordrecht,ADO Den Haag,0.0,1.0,1.0,1.0,1209853,89,11.0,,12.0,,0.33,0.36
2024,2024-08-18,Cambuur,Helmond Sport,0.0,1.0,0.0,1.0,1209850,89,23.0,,6.0,,0.69,0.18
2024,2024-08-18,FC Volendam,Emmen,0.0,0.0,0.0,1.0,1209854,89,13.0,,16.0,,0.39,0.48
2024,2024-08-19,Jong Ajax,MVV,0.0,0.0,0.0,0.0,1209855,89,16.0,,12.0,,0.48,0.36
2024,2024-08-23,ADO Den Haag,FC Volendam,1.0,0.0,2.0,1.0,1209856,89,24.0,,10.0,,0.72,0.3
2024,2024-08-23,De Graafschap,Jong Utrecht,1.0,0.0,2.0,2.0,1209857,89,13.0,,13.0,,0.39,0.39
2024,2024-08-23,Emmen,Helmond Sport,0.0,0.0,0.0,0.0,1209859,89,11.0,,5.0,,0.33,0.15
2024,2024-08-23,Den Bosch,MVV,1.0,0.0,1.0,1.0,1209858,89,19.0,,12.0,,0.57,0.36
2024,2024-08-23,FC OSS,Cambuur,0.0,0.0,1.0,0.0,1209860,89,14.0,,22.0,,0.42,0.66
2024,2024-08-24,FC Eindhoven,Jong Ajax,0.0,1.0,0.0,3.0,1209862,89,13.0,,17.0,,0.39,0.51
2024,2024-08-25,Vitesse,Excelsior,0.0,0.0,1.0,1.0,1209861,89,6.0,,18.0,,0.18,0.54
2024,2024-08-25,VVV Venlo,Roda,1.0,0.0,1.0,1.0,1209863,89,14.0,,14.0,,0.42,0.42
2024,2024-08-26,Jong PSV,Telstar,0.0,1.0,0.0,2.0,1209865,89,11.0,,21.0,,0.33,0.63
2024,2024-08-26,Jong AZ,Dordrecht,0.0,0.0,3.0,1.0,1209864,89,17.0,,13.0,,0.51,0.39
2024,2024-08-30,ADO Den Haag,Excelsior,0.0,1.0,0.0,5.0,1209866,89,8.0,,9.0,,0.24,0.27
2024,2024-08-30,Vitesse,FC Eindhoven,1.0,0.0,1.0,1.0,1209873,89,14.0,,7.0,,0.42,0.21
2024,2024-08-30,Dordrecht,Cambuur,2.0,0.0,2.0,0.0,1209867,89,18.0,,10.0,,0.54,0.3
2024,2024-08-30,MVV,Jong PSV,0.0,0.0,3.0,2.0,1209871,89,24.0,,20.0,,0.72,0.6
2024,2024-08-30,Helmond Sport,VVV Venlo,1.0,0.0,3.0,0.0,1209868,89,15.0,,16.0,,0.45,0.48
2024,2024-08-30,Jong Ajax,Den Bosch,1.0,1.0,1.0,2.0,1209869,89,24.0,,14.0,,0.72,0.42
