season,date,home,away,ht_home,ht_away,ft_home,ft_away,fixture_id,league_id
2024,2024-08-09,Galatasaray,Hatayspor,0.0,0.0,2.0,1.0,1237855,203
2024,2024-08-10,Kasimpasa,Konyaspor,0.0,1.0,2.0,3.0,1237849,203
2024,2024-08-10,Fenerbahce,Adana Demirspor,1.0,0.0,1.0,0.0,1237853,203
2024,2024-08-10,Antalyaspor,Goztepe,0.0,0.0,0.0,0.0,1237851,203
2024,2024-08-11,Sivasspor,Trabzonspor,0.0,0.0,0.0,0.0,1237852,203
2024,2024-08-11,Alanyaspor,Eyüpspor,0.0,0.0,1.0,1.0,1237850,203
2024,2024-08-11,Samsunspor,Besiktas,0.0,2.0,0.0,2.0,1237854,203
2024,2024-08-12,Rizespor,Istanbul Basaksehir,1.0,1.0,1.0,1.0,1237856,203
2024,2024-08-12,BB Bodrumspor,Gazişehir Gaziantep,0.0,0.0,0.0,1.0,1237857,203
2024,2024-08-16,Konyaspor,Galatasaray,1.0,1.0,1.0,2.0,1237862,203
2024,2024-08-17,Kayserispor,Sivasspor,1.0,1.0,1.0,2.0,1237866,203
2024,2024-08-17,Goztepe,Fenerbahce,0.0,2.0,2.0,2.0,1237858,203
2024,2024-08-17,Adana Demirspor,Rizespor,0.0,1.0,1.0,2.0,1237863,203
2024,2024-08-18,Istanbul Basaksehir,Alanyaspor,1.0,2.0,4.0,2.0,1237860,203
2024,2024-08-18,Besiktas,Antalyaspor,2.0,1.0,4.0,2.0,1237865,203
2024,2024-08-18,Gazişehir Gaziantep,Samsunspor,0.0,1.0,0.0,1.0,1237859,203
2024,2024-08-19,Hatayspor,Kasimpasa,1.0,0.0,1.0,1.0,1237864,203
2024,2024-08-19,Eyüpspor,BB Bodrumspor,0.0,1.0,4.0,1.0,1237861,203
2024,2024-08-23,Alanyaspor,Goztepe,0.0,1.0,1.0,1.0,1237869,203
2024,2024-08-24,Sivasspor,Eyüpspor,0.0,1.0,0.0,1.0,1237870,203
2024,2024-08-24,BB Bodrumspor,Konyaspor,2.0,1.0,3.0,1.0,1237875,203
2024,2024-08-25,Kasimpasa,Adana Demirspor,1.0,0.0,2.0,2.0,1237868,203
2024,2024-08-25,Antalyaspor,Hatayspor,0.0,2.0,3.0,2.0,1237867,203
2024,2024-08-25,Rizespor,Fenerbahce,0.0,1.0,0.0,5.0,1237874,203
2024,2024-08-30,Fenerbahce,Alanyaspor,1.0,0.0,3.0,0.0,1237884,203
2024,2024-08-31,Konyaspor,Kayserispor,0.0,0.0,0.0,0.0,1237881,203
2024,2024-08-31,Rizespor,Kasimpasa,0.0,1.0,0.0,1.0,1237878,203
2024,2024-08-31,Goztepe,BB Bodrumspor,2.0,0.0,2.0,0.0,1237876,203
2024,2024-08-31,Adana Demirspor,Galatasaray,0.0,4.0,1.0,5.0,1237880,203
2024,2024-09-01,Istanbul Basaksehir,Antalyaspor,1.0,2.0,5.0,2.0,1237877,203
