season,date,home,away,ht_home,ht_away,ft_home,ft_away
2024,2024-08-09,Barnsley,Mansfield Town,1,2,1,2
2024,2024-08-10,Birmingham,Reading,0,1,1,1
2024,2024-08-10,Wigan,Charlton,0,0,0,1
2024,2024-08-10,Burton Albion,Lincoln,2,2,2,3
2024,2024-08-10,Bristol Rovers,Northampton,0,0,1,0
2024,2024-08-10,Peterborough,Huddersfield,0,2,0,2
2024,2024-08-10,Crawley Town,Blackpool,2,0,2,1
2024,2024-08-10,Exeter City,Rotherham,0,0,1,0
2024,2024-08-10,Stevenage,Shrewsbury,0,0,1,0
2024,2024-08-10,Leyton Orient,Bolton,1,1,1,2
2024,2024-08-10,Wrexham,Wycombe,2,0,3,2
2024,2024-08-10,Stockport County,Cambridge United,1,0,2,0
2024,2024-08-17,Charlton,Leyton Orient,0,0,1,0
2024,2024-08-17,Shrewsbury,Peterborough,1,1,1,4
2024,2024-08-17,Huddersfield,Stevenage,1,0,2,1
2024,2024-08-17,Reading,Wigan,1,0,2,0
2024,2024-08-17,Rotherham,Bristol Rovers,0,0,0,0
2024,2024-08-17,Northampton,Exeter City,0,1,2,1
2024,2024-08-17,Blackpool,Stockport County,0,0,0,3
2024,2024-08-17,Wycombe,Birmingham,1,1,2,3
2024,2024-08-17,Cambridge United,Crawley Town,0,0,0,1
2024,2024-08-17,Mansfield Town,Burton Albion,2,1,3,3
2024,2024-08-17,Lincoln,Barnsley,0,1,1,2
2024,2024-08-18,Bolton,Wrexham,0,0,0,0
2024,2024-08-24,Burton Albion,Stevenage,0,0,0,0
2024,2024-08-24,Stockport County,Bristol Rovers,1,0,2,0
2024,2024-08-24,Huddersfield,Shrewsbury,1,0,1,0
2024,2024-08-24,Wigan,Crawley Town,1,0,1,0
2024,2024-08-24,Barnsley,Northampton,1,0,2,2
2024,2024-08-24,Charlton,Bolton,1,0,2,0
2024,2024-08-24,Wycombe,Rotherham,0,0,2,0
2024,2024-08-24,Exeter City,Peterborough,1,2,1,2
2024,2024-08-24,Cambridge United,Blackpool,1,3,4,4
2024,2024-08-24,Leyton Orient,Birmingham,1,2,1,2
2024,2024-08-24,Lincoln,Mansfield Town,2,0,4,1
2024,2024-08-24,Wrexham,Reading,2,0,3,0
2024,2024-08-31,Rotherham,Huddersfield,0,0,2,1
2024,2024-08-31,Blackpool,Wycombe,1,1,2,2
2024,2024-08-31,Reading,Charlton,0,0,2,0
2024,2024-08-31,Birmingham,Wigan,1,0,2,1
2024,2024-08-31,Bolton,Exeter City,0,1,0,2
2024,2024-08-31,Bristol Rovers,Cambridge United,1,0,2,0
2024,2024-08-31,Northampton,Burton Albion,0,0,0,0
2024,2024-08-31,Peterborough,Wrexham,0,2,0,2
2024,2024-08-31,Shrewsbury,Leyton Orient,1,0,3,0
2024,2024-08-31,Crawley Town,Barnsley,0,3,0,3
2024,2024-08-31,Stevenage,Lincoln,0,0,0,1
2024,2024-08-31,Mansfield Town,Stockport County,1,1,1,1
2024,2024-09-07,Barnsley,Bristol Rovers,1,1,2,1
2024,2024-09-07,Charlton,Rotherham,0,0,1,1
2024,2024-09-07,Wrexham,Shrewsbury,2,0,3,0
2024,2024-09-14,Northampton,Wycombe,1,1,1,2
2024,2024-09-14,Mansfield Town,Cambridge United,1,0,2,1
2024,2024-09-14,Reading,Leyton Orient,0,1,0,1
2024,2024-09-14,Bolton,Huddersfield,0,1,0,4
2024,2024-09-14,Rotherham,Burton Albion,1,1,2,2
2024,2024-09-14,Bristol Rovers,Wigan,0,2,0,4
2024,2024-09-14,Peterborough,Lincoln,0,1,1,1
2024,2024-09-14,Shrewsbury,Charlton,0,0,0,1
2024,2024-09-14,Blackpool,Exeter City,1,0,2,1
2024,2024-09-14,Crawley Town,Stockport County,0,1,1,1
2024,2024-09-14,Stevenage,Barnsley,0,0,3,0
2024,2024-09-16,Birmingham,Wrexham,1,1,3,1
2024,2024-09-21,Exeter City,Stevenage,1,0,2,0
2024,2024-09-21,Lincoln,Wigan,0,0,0,0
2024,2024-09-21,Huddersfield,Northampton,0,2,1,3
2024,2024-09-21,Bolton,Reading,4,1,5,2
2024,2024-09-21,Rotherham,Birmingham,0,2,0,2
2024,2024-09-21,Burton Albion,Barnsley,0,1,1,2
2024,2024-09-21,Charlton,Blackpool,0,2,1,2
2024,2024-09-21,Peterborough,Bristol Rovers,2,0,3,2
2024,2024-09-21,Wycombe,Cambridge United,1,1,2,1
2024,2024-09-21,Mansfield Town,Shrewsbury,0,1,2,1
2024,2024-09-21,Wrexham,Crawley Town,1,0,2,1
2024,2024-09-21,Stockport County,Leyton Orient,0,2,1,4
2024,2024-09-24,Huddersfield,Blackpool,0,2,0,2
2024,2024-09-24,Wigan,Stevenage,0,0,0,0
2024,2024-09-24,Leyton Orient,Peterborough,1,2,2,2
2024,2024-09-28,Reading,Huddersfield,1,1,2,1
2024,2024-09-28,Crawley Town,Bolton,0,1,0,2
2024,2024-09-28,Birmingham,Peterborough,1,2,3,2
2024,2024-09-28,Wigan,Exeter City,0,0,0,0
2024,2024-09-28,Bristol Rovers,Wycombe,1,0,1,2
2024,2024-09-28,Northampton,Mansfield Town,0,0,0,2
2024,2024-09-28,Shrewsbury,Rotherham,1,0,1,1
2024,2024-09-28,Blackpool,Burton Albion,1,0,3,0
2024,2024-09-28,Stevenage,Charlton,0,0,1,0
2024,2024-09-28,Cambridge United,Lincoln,0,1,0,2
2024,2024-09-28,Leyton Orient,Wrexham,0,0,0,0
2024,2024-09-28,Barnsley,Stockport County,1,0,1,1
2024,2024-10-01,Birmingham,Huddersfield,0,0,1,0
2024,2024-10-01,Wigan,Peterborough,1,0,3,0
2024,2024-10-01,Barnsley,Wycombe,0,0,2,2
2024,2024-10-01,Bristol Rovers,Charlton,1,0,3,2
2024,2024-10-01,Northampton,Bolton,0,2,2,4
2024,2024-10-01,Shrewsbury,Stockport County,0,1,0,2
2024,2024-10-01,Blackpool,Lincoln,0,0,1,1
2024,2024-10-01,Crawley Town,Mansfield Town,0,1,0,2
2024,2024-10-01,Stevenage,Wrexham,1,0,1,0
2024,2024-10-01,Cambridge United,Rotherham,0,0,0,1
