season,date,home,away,ht_home,ht_away,ft_home,ft_away,fixture_id,league_id
2024,2024-04-06,Vikingur Reykjavik,Stjarnan,1.0,0.0,2.0,0.0,1152113,164
2024,2024-04-07,KA Akureyri,HK Kopavogur,1.0,1.0,1.0,1.0,1152115,164
2024,2024-04-07,Fram Reykjavik,Vestri,2.0,0.0,2.0,0.0,1152114,164
2024,2024-04-07,Fylkir,KR Reykjavik,1.0,1.0,3.0,4.0,1152117,164
2024,2024-04-07,Valur Reykjavik,IA Akranes,1.0,0.0,2.0,0.0,1152116,164
2024,2024-04-08,Breidablik,FH hafnarfjordur,1.0,0.0,2.0,0.0,1152118,164
2024,2024-04-12,Stjarnan,KR Reykjavik,1.0,1.0,1.0,3.0,1152119,164
2024,2024-04-13,Breidablik,Vestri,0.0,0.0,4.0,0.0,1152120,164
2024,2024-04-13,KA Akureyri,FH hafnarfjordur,1.0,2.0,2.0,3.0,1152121,164
2024,2024-04-14,HK Kopavogur,IA Akranes,0.0,0.0,0.0,4.0,1152122,164
2024,2024-04-14,Fylkir,Valur Reykjavik,0.0,0.0,0.0,0.0,1152123,164
2024,2024-04-15,Fram Reykjavik,Vikingur Reykjavik,0.0,0.0,0.0,1.0,1152124,164
2024,2024-04-19,Stjarnan,Valur Reykjavik,1.0,0.0,1.0,0.0,1152125,164
2024,2024-04-20,HK Kopavogur,FH hafnarfjordur,0.0,0.0,0.0,2.0,1152195,164
2024,2024-04-20,KR Reykjavik,Fram Reykjavik,0.0,1.0,0.0,1.0,1152127,164
2024,2024-04-21,KA Akureyri,Vestri,0.0,0.0,0.0,1.0,1152194,164
2024,2024-04-21,IA Akranes,Fylkir,1.0,0.0,5.0,1.0,1152129,164
2024,2024-04-21,Vikingur Reykjavik,Breidablik,2.0,1.0,4.0,1.0,1152130,164
2024,2024-04-28,IA Akranes,FH hafnarfjordur,1.0,1.0,1.0,2.0,1152132,164
2024,2024-04-28,Vestri,HK Kopavogur,0.0,0.0,1.0,0.0,1152131,164
2024,2024-04-28,Vikingur Reykjavik,KA Akureyri,3.0,1.0,4.0,2.0,1152134,164
2024,2024-04-28,KR Reykjavik,Breidablik,0.0,0.0,2.0,3.0,1152133,164
2024,2024-04-29,Valur Reykjavik,Fram Reykjavik,0.0,0.0,1.0,1.0,1152135,164
2024,2024-04-29,Fylkir,Stjarnan,0.0,0.0,0.0,1.0,1152136,164
2024,2024-05-04,FH hafnarfjordur,Vestri,1.0,2.0,3.0,2.0,1152137,164
2024,2024-05-05,KA Akureyri,KR Reykjavik,0.0,1.0,1.0,1.0,1152140,164
2024,2024-05-05,Stjarnan,IA Akranes,1.0,1.0,4.0,1.0,1152139,164
2024,2024-05-05,HK Kopavogur,Vikingur Reykjavik,1.0,0.0,3.0,1.0,1152141,164
2024,2024-05-05,Fram Reykjavik,Fylkir,2.0,1.0,2.0,1.0,1152138,164
2024,2024-05-06,Breidablik,Valur Reykjavik,1.0,2.0,2.0,3.0,1152142,164
2024,2024-05-10,Stjarnan,Fram Reykjavik,1.0,0.0,1.0,1.0,1152148,164
2024,2024-05-11,IA Akranes,Vestri,1.0,0.0,3.0,0.0,1152143,164
2024,2024-05-11,Valur Reykjavik,KA Akureyri,1.0,1.0,3.0,1.0,1152144,164
2024,2024-05-12,KR Reykjavik,HK Kopavogur,0.0,1.0,1.0,2.0,1152145,164
2024,2024-05-12,Fylkir,Breidablik,0.0,1.0,0.0,3.0,1152147,164
2024,2024-05-12,Vikingur Reykjavik,FH hafnarfjordur,1.0,0.0,2.0,0.0,1152146,164
2024,2024-05-20,Vestri,Vikingur Reykjavik,1.0,3.0,1.0,4.0,1152149,164
2024,2024-05-20,KA Akureyri,Fylkir,3.0,0.0,4.0,2.0,1152150,164
2024,2024-05-20,FH hafnarfjordur,KR Reykjavik,0.0,2.0,1.0,2.0,1152151,164
2024,2024-05-21,Breidablik,Stjarnan,2.0,1.0,2.0,1.0,1152153,164
2024,2024-05-21,HK Kopavogur,Valur Reykjavik,0.0,0.0,1.0,2.0,1152152,164
2024,2024-05-21,Fram Reykjavik,IA Akranes,0.0,0.0,1.0,1.0,1152154,164
2024,2024-05-25,KR Reykjavik,Vestri,2.0,0.0,2.0,2.0,1152155,164
2024,2024-05-25,IA Akranes,Vikingur Reykjavik,0.0,0.0,0.0,1.0,1152156,164
2024,2024-05-25,Valur Reykjavik,FH hafnarfjordur,1.0,1.0,2.0,2.0,1152158,164
2024,2024-05-26,Stjarnan,KA Akureyri,2.0,0.0,5.0,0.0,1152157,164
2024,2024-05-26,Fram Reykjavik,Breidablik,1.0,1.0,1.0,4.0,1152159,164
