season,date,home,away,ht_home,ht_away,ft_home,ft_away,fixture_id,league_id
2023,2023-08-18,Bari,Palermo,0.0,0.0,0,0,1063003,136
2023,2023-08-19,Ternana,Sampdoria,0.0,1.0,1,2,1063010,136
2023,2023-08-19,Cremonese,Catanzaro,0.0,0.0,0,0,1063006,136
2023,2023-08-19,Cosenza,Ascoli,1.0,0.0,3,0,1063005,136
2023,2023-08-20,Sudtirol,Spezia,1.0,2.0,3,3,1063009,136
2023,2023-08-20,Cittadella,Reggiana,1.0,0.0,1,0,1063004,136
2023,2023-08-20,Venezia,Como,2.0,0.0,3,0,1063011,136
2023,2023-08-20,Parma,Feralpisalo,1.0,0.0,2,0,1063007,136
2023,2023-08-25,Sampdoria,Pisa,0.0,1.0,0,2,1063019,136
2023,2023-08-26,Venezia,Cosenza,0.0,1.0,1,1,1063020,136
2023,2023-08-26,Cremonese,Bari,0.0,1.0,0,1,1063014,136
2023,2023-08-26,Parma,Cittadella,1.0,0.0,2,0,1063018,136
2023,2023-08-26,Feralpisalo,Sudtirol,0.0,1.0,0,2,1063015,136
2023,2023-08-26,Como,Reggiana,1.0,0.0,2,2,1063013,136
2023,2023-08-26,Modena,Ascoli,0.0,0.0,1,0,1063017,136
2023,2023-08-27,Catanzaro,Ternana,1.0,1.0,2,1,1063012,136
2023,2023-08-29,Ascoli,Feralpisalo,2.0,0.0,3,0,1063021,136
2023,2023-08-29,Pisa,Parma,0.0,1.0,1,2,1063026,136
2023,2023-08-29,Reggiana,Palermo,0.0,1.0,1,3,1063027,136
2023,2023-08-29,Cosenza,Modena,1.0,1.0,1,2,1063025,136
2023,2023-08-30,Sampdoria,Venezia,0.0,0.0,1,2,1063028,136
2023,2023-08-30,Bari,Cittadella,1.0,0.0,1,1,1063022,136
2023,2023-08-30,Ternana,Cremonese,0.0,0.0,0,1,1063029,136
2023,2023-08-30,Catanzaro,Spezia,0.0,0.0,3,0,1063023,136
2023,2023-09-02,Palermo,Feralpisalo,1.0,0.0,3,0,1063034,136
2023,2023-09-02,Parma,Reggiana,0.0,0.0,0,0,1063035,136
2023,2023-09-02,Modena,Pisa,1.0,0.0,2,0,1063033,136
2023,2023-09-02,Sudtirol,Ascoli,0.0,1.0,3,1,1063037,136
2023,2023-09-03,Brescia,Cosenza,0.0,0.0,1,0,1125198,136
2023,2023-09-03,Spezia,Como,0.0,1.0,0,1,1063036,136
2023,2023-09-03,Ternana,Bari,0.0,0.0,0,0,1063038,136
2023,2023-09-03,Cremonese,Sampdoria,1.0,0.0,1,1,1063031,136
2023,2023-09-03,Lecco,Catanzaro,0.0,1.0,3,4,1063032,136
2023,2023-09-03,Cittadella,Venezia,0.0,0.0,0,0,1063030,136
2023,2023-09-15,Venezia,Spezia,0.0,0.0,1,0,1063047,136
2023,2023-09-16,Ascoli,Palermo,0.0,0.0,0,1,1063039,136
2023,2023-09-16,Pisa,Bari,1.0,0.0,1,1,1063044,136
2023,2023-09-16,Feralpisalo,Modena,1.0,1.0,1,1,1063043,136
2023,2023-09-16,Lecco,Brescia,0.0,1.0,0,2,1125199,136
2023,2023-09-16,Cosenza,Sudtirol,1.0,0.0,2,2,1063042,136
2023,2023-09-16,Reggiana,Cremonese,2.0,0.0,2,2,1063045,136
2023,2023-09-17,Como,Ternana,0.0,0.0,2,1,1063041,136
2023,2023-09-17,Catanzaro,Parma,0.0,3.0,0,5,1063040,136
2023,2023-09-18,Sampdoria,Cittadella,1.0,0.0,1,2,1063046,136
2023,2023-09-22,Palermo,Cosenza,0.0,0.0,0,1,1063053,136
2023,2023-09-23,Ternana,Sudtirol,1.0,0.0,1,1,1063056,136
2023,2023-09-23,Brescia,Venezia,0.0,0.0,0,0,1125200,136
2023,2023-09-23,Cremonese,Ascoli,1.0,1.0,2,2,1063050,136
2023,2023-09-23,Feralpisalo,Pisa,0.0,0.0,0,1,1063051,136
2023,2023-09-23,Modena,Lecco,0.0,0.0,0,0,1063052,136
2023,2023-09-23,Spezia,Reggiana,0.0,0.0,1,2,1063055,136
2023,2023-09-24,Bari,Catanzaro,1.0,2.0,2,2,1063048,136
2023,2023-09-24,Cittadella,Como,0.0,2.0,0,3,1063049,136
2023,2023-09-24,Parma,Sampdoria,0.0,1.0,1,1,1063054,136
2023,2023-09-26,Lecco,Feralpisalo,0.0,0.0,1,2,1063061,136
2023,2023-09-26,Cosenza,Cremonese,0.0,0.0,1,2,1063060,136
2023,2023-09-26,Ascoli,Ternana,1.0,0.0,2,0,1063057,136
2023,2023-09-26,Spezia,Brescia,0.0,0.0,0,0,1125201,136
2023,2023-09-26,Venezia,Palermo,1.0,1.0,1,3,1063065,136
2023,2023-09-26,Reggiana,Pisa,0.0,0.0,0,0,1063063,136
2023,2023-09-26,Sudtirol,Modena,0.0,0.0,0,0,1063064,136
2023,2023-09-27,Parma,Bari,1.0,0.0,2,1,1063062,136
2023,2023-09-27,Como,Sampdoria,0.0,0.0,1,0,1063059,136
2023,2023-09-27,Catanzaro,Cittadella,1.0,1.0,1,1,1063058,136
