season,date,home,away,ht_home,ht_away,ft_home,ft_away
2023,2023-08-18,Bari,Palermo,0,0,0,0
2023,2023-08-19,Ternana,Sampdoria,0,1,1,2
2023,2023-08-19,Cremonese,Catanzaro,0,0,0,0
2023,2023-08-19,Cosenza,Ascoli,1,0,3,0
2023,2023-08-20,Sudtirol,Spezia,1,2,3,3
2023,2023-08-20,Cittadella,Reggiana,1,0,1,0
2023,2023-08-20,Venezia,Como,2,0,3,0
2023,2023-08-20,Parma,Feralpisalo,1,0,2,0
2023,2023-08-25,Sampdoria,Pisa,0,1,0,2
2023,2023-08-26,Venezia,Cosenza,0,1,1,1
2023,2023-08-26,Cremonese,Bari,0,1,0,1
2023,2023-08-26,Parma,Cittadella,1,0,2,0
2023,2023-08-26,Feralpisalo,Sudtirol,0,1,0,2
2023,2023-08-26,Como,Reggiana,1,0,2,2
2023,2023-08-26,Modena,Ascoli,0,0,1,0
2023,2023-08-27,Catanzaro,Ternana,1,1,2,1
2023,2023-08-29,Ascoli,Feralpisalo,2,0,3,0
2023,2023-08-29,Pisa,Parma,0,1,1,2
2023,2023-08-29,Reggiana,Palermo,0,1,1,3
2023,2023-08-29,Cosenza,Modena,1,1,1,2
2023,2023-08-30,Sampdoria,Venezia,0,0,1,2
2023,2023-08-30,Bari,Cittadella,1,0,1,1
2023,2023-08-30,Ternana,Cremonese,0,0,0,1
2023,2023-08-30,Catanzaro,Spezia,0,0,3,0
2023,2023-09-02,Palermo,Feralpisalo,1,0,3,0
2023,2023-09-02,Parma,Reggiana,0,0,0,0
2023,2023-09-02,Modena,Pisa,1,0,2,0
2023,2023-09-02,Sudtirol,Ascoli,0,1,3,1
2023,2023-09-03,Brescia,Cosenza,0,0,1,0
2023,2023-09-03,Spezia,Como,0,1,0,1
2023,2023-09-03,Ternana,Bari,0,0,0,0
2023,2023-09-03,Cremonese,Sampdoria,1,0,1,1
2023,2023-09-03,Lecco,Catanzaro,0,1,3,4
2023,2023-09-03,Cittadella,Venezia,0,0,0,0
2023,2023-09-15,Venezia,Spezia,0,0,1,0
2023,2023-09-16,Ascoli,Palermo,0,0,0,1
2023,2023-09-16,Pisa,Bari,1,0,1,1
2023,2023-09-16,Feralpisalo,Modena,1,1,1,1
2023,2023-09-16,Lecco,Brescia,0,1,0,2
2023,2023-09-16,Cosenza,Sudtirol,1,0,2,2
2023,2023-09-16,Reggiana,Cremonese,2,0,2,2
2023,2023-09-17,Como,Ternana,0,0,2,1
2023,2023-09-17,Catanzaro,Parma,0,3,0,5
2023,2023-09-18,Sampdoria,Cittadella,1,0,1,2
2023,2023-09-22,Palermo,Cosenza,0,0,0,1
2023,2023-09-23,Ternana,Sudtirol,1,0,1,1
2023,2023-09-23,Brescia,Venezia,0,0,0,0
2023,2023-09-23,Cremonese,Ascoli,1,1,2,2
2023,2023-09-23,Feralpisalo,Pisa,0,0,0,1
2023,2023-09-23,Modena,Lecco,0,0,0,0
2023,2023-09-23,Spezia,Reggiana,0,0,1,2
2023,2023-09-24,Bari,Catanzaro,1,2,2,2
2023,2023-09-24,Cittadella,Como,0,2,0,3
2023,2023-09-24,Parma,Sampdoria,0,1,1,1
2023,2023-09-26,Lecco,Feralpisalo,0,0,1,2
2023,2023-09-26,Cosenza,Cremonese,0,0,1,2
2023,2023-09-26,Ascoli,Ternana,1,0,2,0
2023,2023-09-26,Spezia,Brescia,0,0,0,0
2023,2023-09-26,Venezia,Palermo,1,1,1,3
2023,2023-09-26,Reggiana,Pisa,0,0,0,0
2023,2023-09-26,Sudtirol,Modena,0,0,0,0
2023,2023-09-27,Parma,Bari,1,0,2,1
2023,2023-09-27,Como,Sampdoria,0,0,1,0
2023,2023-09-27,Catanzaro,Cittadella,1,1,1,1
2023,2023-09-30,Brescia,Ascoli,0,1,1,1
2023,2023-09-30,Pisa,Cosenza,0,1,1,2
2023,2023-09-30,Feralpisalo,Spezia,0,2,1,2
2023,2023-09-30,Modena,Venezia,0,0,1,3
2023,2023-09-30,Ternana,Reggiana,2,0,3,0
2023,2023-10-01,Sampdoria,Catanzaro,1,2,1,2
2023,2023-10-01,Bari,Como,0,0,1,1
2023,2023-10-01,Cittadella,Lecco,0,1,2,1
2023,2023-10-01,Palermo,Sudtirol,0,1,2,1
2023,2023-10-01,Cremonese,Parma,0,0,1,2
2023,2023-10-06,Brescia,Feralpisalo,0,1,1,1
2023,2023-10-07,Reggiana,Bari,1,1,1,1
2023,2023-10-07,Modena,Palermo,0,0,0,2
2023,2023-10-07,Sudtirol,Catanzaro,0,1,0,1
2023,2023-10-07,Cosenza,Lecco,2,0,3,0
2023,2023-10-07,Ascoli,Sampdoria,1,0,1,1
2023,2023-10-07,Cittadella,Ternana,2,1,2,2
2023,2023-10-07,Venezia,Parma,0,0,3,2
2023,2023-10-08,Spezia,Pisa,0,0,0,0
2023,2023-10-08,Como,Cremonese,0,2,1,3
2023,2023-10-20,Parma,Como,1,0,2,1
2023,2023-10-21,Bari,Modena,0,0,1,1
2023,2023-10-21,Ternana,Brescia,0,0,0,1
2023,2023-10-21,Cremonese,Sudtirol,0,0,0,1
2023,2023-10-21,Pisa,Cittadella,1,0,2,1
2023,2023-10-21,Lecco,Ascoli,0,1,0,2
2023,2023-10-21,Catanzaro,Feralpisalo,0,0,3,0
2023,2023-10-22,Sampdoria,Cosenza,0,0,2,0
2023,2023-10-22,Reggiana,Venezia,0,0,1,0
2023,2023-10-23,Palermo,Spezia,0,1,2,2
