season,date,home,away,ht_home,ht_away,ft_home,ft_away
2024,2024-07-19,Vendsyssel FF,Roskilde,0,0,3,0
2024,2024-07-19,Hvidovre,HB Koge,0,0,1,0
2024,2024-07-19,B 93,Kolding IF,0,0,0,0
2024,2024-07-20,Esbjerg,Odense,0,1,1,2
2024,2024-07-21,AC Horsens,FC Fredericia,1,0,1,3
2024,2024-07-21,Hillerød,Hobro,1,1,2,2
2024,2024-07-26,AC Horsens,Hillerød,0,0,3,2
2024,2024-07-26,Hobro,Esbjerg,1,3,3,6
2024,2024-07-26,HB Koge,Odense,0,2,0,4
2024,2024-07-26,Kolding IF,Hvidovre,0,0,0,0
2024,2024-07-27,Roskilde,B 93,1,2,1,2
2024,2024-07-27,FC Fredericia,Vendsyssel FF,2,1,4,2
2024,2024-08-02,Hobro,HB Koge,2,1,2,1
2024,2024-08-02,Kolding IF,FC Fredericia,0,0,1,0
2024,2024-08-02,B 93,Vendsyssel FF,0,1,1,2
2024,2024-08-02,Hillerød,Roskilde,1,0,2,0
2024,2024-08-03,Odense,Hvidovre,1,0,2,0
2024,2024-08-04,Esbjerg,AC Horsens,0,1,0,1
2024,2024-08-09,Hvidovre,B 93,1,0,4,0
2024,2024-08-10,Vendsyssel FF,Kolding IF,1,1,2,1
2024,2024-08-10,Roskilde,Hobro,0,1,0,2
2024,2024-08-10,Odense,Hillerød,0,0,1,0
2024,2024-08-11,HB Koge,AC Horsens,0,0,0,2
2024,2024-08-11,FC Fredericia,Esbjerg,4,0,4,0
2024,2024-08-16,AC Horsens,Kolding IF,0,1,0,1
2024,2024-08-16,FC Fredericia,Roskilde,3,1,3,2
2024,2024-08-16,B 93,Odense,0,3,1,3
2024,2024-08-16,Hillerød,HB Koge,2,1,4,2
2024,2024-08-17,Hobro,Hvidovre,0,0,1,1
2024,2024-08-17,Esbjerg,Vendsyssel FF,1,1,3,1
2024,2024-08-20,Roskilde,AC Horsens,0,0,1,2
2024,2024-08-20,HB Koge,B 93,0,1,0,4
2024,2024-08-20,Hvidovre,Hillerød,0,0,0,0
2024,2024-08-21,Odense,FC Fredericia,2,0,3,0
2024,2024-08-21,Kolding IF,Esbjerg,0,1,1,2
2024,2024-08-21,Vendsyssel FF,Hobro,0,1,0,3
2024,2024-08-23,B 93,Hillerød,0,0,0,0
2024,2024-08-24,Esbjerg,HB Koge,1,0,4,1
2024,2024-08-24,AC Horsens,Vendsyssel FF,0,1,1,1
2024,2024-08-24,Kolding IF,Roskilde,0,0,0,0
2024,2024-08-25,Hobro,Odense,0,1,0,3
2024,2024-08-25,FC Fredericia,Hvidovre,0,1,0,1
2024,2024-08-30,Odense,Vendsyssel FF,1,0,2,0
2024,2024-08-30,Roskilde,Esbjerg,0,0,1,2
2024,2024-08-30,Hvidovre,AC Horsens,1,2,3,3
2024,2024-08-30,Hillerød,Kolding IF,0,1,0,3
2024,2024-09-01,HB Koge,FC Fredericia,2,3,3,4
2024,2024-09-02,Hobro,B 93,0,1,0,1
2024,2024-09-13,Roskilde,Hvidovre,1,0,2,0
2024,2024-09-14,Vendsyssel FF,Hillerød,0,2,0,3
2024,2024-09-14,AC Horsens,Odense,1,1,2,2
2024,2024-09-14,Kolding IF,HB Koge,1,0,1,1
2024,2024-09-15,Esbjerg,B 93,2,0,4,3
2024,2024-09-16,FC Fredericia,Hobro,0,0,1,1
2024,2024-09-20,Hobro,Kolding IF,1,0,1,0
2024,2024-09-20,HB Koge,Vendsyssel FF,0,2,0,2
2024,2024-09-21,B 93,AC Horsens,1,0,1,0
2024,2024-09-22,Odense,Roskilde,2,0,3,2
2024,2024-09-22,Hvidovre,Esbjerg,1,1,3,2
2024,2024-09-23,Hillerød,FC Fredericia,0,1,0,3
2024,2024-09-27,Kolding IF,Odense,1,2,1,2
2024,2024-09-28,Vendsyssel FF,Hvidovre,0,0,0,1
2024,2024-09-28,AC Horsens,Hobro,0,0,2,0
