season,date,home,away,ht_home,ht_away,ft_home,ft_away,fixture_id,league_id,home_shots,home_sot,away_shots,away_sot,home_xg_est,away_xg_est
2024,2024-04-13,Internacional,Bahia,0.0,0.0,2.0,1.0,1180355,71,17.0,,9.0,,0.51,0.27
2024,2024-04-13,Criciuma,Juventude,1.0,0.0,1.0,1.0,1180364,71,10.0,,15.0,,0.3,0.45
2024,2024-04-14,Fluminense,RB Bragantino,1.0,0.0,2.0,2.0,1180358,71,26.0,,16.0,,0.78,0.48
2024,2024-04-14,Sao Paulo,Fortaleza EC,0.0,0.0,1.0,2.0,1180361,71,14.0,,6.0,,0.42,0.18
2024,2024-04-14,Corinthians,Atletico-MG,0.0,0.0,0.0,0.0,1180360,71,14.0,,8.0,,0.42,0.24
2024,2024-04-14,Vasco DA Gama,Gremio,2.0,0.0,2.0,1.0,1180359,71,15.0,,9.0,,0.45,0.27
2024,2024-04-14,Atletico Paranaense,Cuiaba,3.0,0.0,4.0,0.0,1180362,71,20.0,,1.0,,0.6,0.03
2024,2024-04-14,Atletico Goianiense,Flamengo,0.0,1.0,1.0,2.0,1180363,71,11.0,,15.0,,0.33,0.45
2024,2024-04-14,Cruzeiro,Botafogo,1.0,1.0,3.0,2.0,1180356,71,15.0,,6.0,,0.45,0.18
2024,2024-04-14,Vitoria,Palmeiras,0.0,1.0,0.0,1.0,1180357,71,13.0,,15.0,,0.39,0.45
2024,2024-04-17,Bahia,Fluminense,1.0,1.0,2.0,1.0,1180367,71,12.0,,9.0,,0.36,0.27
2024,2024-04-17,Gremio,Atletico Paranaense,1.0,0.0,2.0,0.0,1180365,71,14.0,,4.0,,0.42,0.12
2024,2024-04-17,RB Bragantino,Vasco DA Gama,1.0,0.0,2.0,1.0,1180371,71,17.0,,13.0,,0.51,0.39
2024,2024-04-17,Palmeiras,Internacional,0.0,1.0,0.0,1.0,1180370,71,18.0,,5.0,,0.54,0.15
2024,2024-04-17,Juventude,Corinthians,0.0,0.0,2.0,0.0,1180374,71,16.0,,17.0,,0.48,0.51
2024,2024-04-17,Fortaleza EC,Cruzeiro,1.0,0.0,1.0,1.0,1180372,71,14.0,,14.0,,0.42,0.42
2024,2024-04-17,Atletico-MG,Criciuma,1.0,0.0,1.0,1.0,1180366,71,22.0,,5.0,,0.66,0.15
2024,2024-04-18,Flamengo,Sao Paulo,1.0,0.0,2.0,1.0,1180368,71,12.0,,10.0,,0.36,0.3
2024,2024-04-19,Botafogo,Atletico Goianiense,1.0,0.0,1.0,0.0,1180369,71,13.0,,12.0,,0.39,0.36
2024,2024-04-20,Fluminense,Vasco DA Gama,1.0,0.0,2.0,1.0,1180378,71,11.0,,21.0,,0.33,0.63
2024,2024-04-20,Gremio,Cuiaba,1.0,0.0,1.0,0.0,1180375,71,7.0,,14.0,,0.21,0.42
2024,2024-04-20,RB Bragantino,Corinthians,1.0,0.0,1.0,0.0,1180381,71,10.0,,15.0,,0.3,0.45
2024,2024-04-21,Atletico-MG,Cruzeiro,3.0,0.0,3.0,0.0,1180376,71,9.0,,10.0,,0.27,0.3
2024,2024-04-21,Palmeiras,Flamengo,0.0,0.0,0.0,0.0,1180380,71,12.0,,8.0,,0.36,0.24
2024,2024-04-21,Atletico Paranaense,Internacional,0.0,0.0,1.0,0.0,1180382,71,5.0,,7.0,,0.15,0.21
2024,2024-04-21,Vitoria,Bahia,1.0,0.0,2.0,2.0,1180377,71,13.0,,20.0,,0.39,0.6
2024,2024-04-21,Botafogo,Juventude,2.0,0.0,5.0,1.0,1180379,71,13.0,,12.0,,0.39,0.36
2024,2024-04-21,Atletico Goianiense,Sao Paulo,0.0,1.0,0.0,3.0,1180383,71,9.0,,19.0,,0.27,0.57
2024,2024-04-27,Vasco DA Gama,Criciuma,0.0,1.0,0.0,4.0,1180389,71,21.0,,17.0,,0.63,0.51
2024,2024-04-27,Cuiaba,Atletico-MG,0.0,1.0,0.0,3.0,1180393,71,4.0,,12.0,,0.12,0.36
2024,2024-04-28,Bahia,Gremio,1.0,0.0,1.0,0.0,1180387,71,14.0,,3.0,,0.42,0.09
2024,2024-04-28,Flamengo,Botafogo,0.0,0.0,0.0,2.0,1180388,71,15.0,,9.0,,0.45,0.27
2024,2024-04-28,Corinthians,Fluminense,2.0,0.0,3.0,0.0,1180390,71,17.0,,13.0,,0.51,0.39
2024,2024-04-28,Cruzeiro,Vitoria,0.0,0.0,3.0,1.0,1180386,71,15.0,,8.0,,0.45,0.24
2024,2024-04-28,Juventude,Atletico Paranaense,1.0,0.0,1.0,1.0,1180394,71,15.0,,15.0,,0.45,0.45
2024,2024-04-28,Fortaleza EC,RB Bragantino,1.0,1.0,1.0,1.0,1180392,71,22.0,,10.0,,0.66,0.3
2024,2024-04-28,Internacional,Atletico Goianiense,0.0,0.0,1.0,1.0,1180385,71,22.0,,4.0,,0.66,0.12
2024,2024-04-29,Sao Paulo,Palmeiras,0.0,0.0,0.0,0.0,1180391,71,16.0,,9.0,,0.48,0.27
2024,2024-05-04,Fluminense,Atletico-MG,1.0,0.0,2.0,2.0,1180398,71,11.0,,19.0,,0.33,0.57
2024,2024-05-04,RB Bragantino,Flamengo,1.0,0.0,1.0,1.0,1180401,71,18.0,,19.0,,0.54,0.57
2024,2024-05-05,Corinthians,Fortaleza EC,0.0,0.0,0.0,0.0,1180400,71,18.0,,12.0,,0.54,0.36
2024,2024-05-05,Atletico Paranaense,Vasco DA Gama,1.0,0.0,1.0,0.0,1180402,71,26.0,,7.0,,0.78,0.21
2024,2024-05-05,Vitoria,Sao Paulo,0.0,1.0,1.0,3.0,1180397,71,6.0,,20.0,,0.18,0.6
2024,2024-05-05,Botafogo,Bahia,0.0,1.0,1.0,2.0,1180399,71,16.0,,10.0,,0.48,0.3
2024,2024-05-05,Cuiaba,Palmeiras,0.0,1.0,0.0,2.0,1180403,71,9.0,,15.0,,0.27,0.45
2024,2024-05-11,Flamengo,Corinthians,1.0,0.0,2.0,0.0,1180408,71,18.0,,13.0,,0.54,0.39
2024,2024-05-12,Palmeiras,Atletico Paranaense,0.0,1.0,0.0,2.0,1180410,71,23.0,,11.0,,0.69,0.33
2024,2024-05-12,Atletico Goianiense,Cruzeiro,0.0,0.0,0.0,1.0,1180413,71,17.0,,12.0,,0.51,0.36
2024,2024-05-12,Fortaleza EC,Botafogo,1.0,1.0,1.0,1.0,1180412,71,10.0,,11.0,,0.3,0.33
2024,2024-05-12,Bahia,RB Bragantino,1.0,0.0,1.0,0.0,1180407,71,8.0,,15.0,,0.24,0.45
2024,2024-05-12,Vasco DA Gama,Vitoria,0.0,0.0,2.0,1.0,1180409,71,17.0,,13.0,,0.51,0.39
