season,date,home,away,ht_home,ht_away,ft_home,ft_away
2024,2024-03-30,IFK Norrkoping,Malmo FF,0,3,1,5
2024,2024-03-31,Hammarby FF,Kalmar FF,2,1,3,1
2024,2024-03-31,Gais,IF Brommapojkarna,0,2,0,4
2024,2024-03-31,BK Hacken,Mjallby AIF,0,0,0,1
2024,2024-04-01,IFK Goteborg,Djurgardens IF,0,2,1,4
2024,2024-04-01,Sirius,Halmstad,1,0,3,0
2024,2024-04-01,IF Elfsborg,IFK Varnamo,2,1,2,2
2024,2024-04-01,AIK Stockholm,Vasteras SK FK,0,0,1,0
2024,2024-04-06,IF Brommapojkarna,AIK Stockholm,1,0,2,2
2024,2024-04-06,Mjallby AIF,IFK Norrkoping,2,0,3,0
2024,2024-04-07,Malmo FF,Hammarby FF,1,0,2,0
2024,2024-04-07,Halmstad,IFK Goteborg,1,0,1,0
2024,2024-04-07,Vasteras SK FK,IF Elfsborg,0,0,0,1
2024,2024-04-08,Kalmar FF,Sirius,0,0,1,2
2024,2024-04-08,IFK Varnamo,Gais,1,2,1,2
2024,2024-04-08,Djurgardens IF,BK Hacken,0,1,3,3
2024,2024-04-13,Mjallby AIF,AIK Stockholm,0,0,1,1
2024,2024-04-13,Vasteras SK FK,Halmstad,0,1,0,1
2024,2024-04-14,Kalmar FF,IFK Goteborg,0,0,0,1
2024,2024-04-14,IFK Norrkoping,Gais,0,0,1,0
2024,2024-04-14,Djurgardens IF,Sirius,1,0,2,0
2024,2024-04-15,BK Hacken,IF Brommapojkarna,2,2,4,3
2024,2024-04-15,IFK Varnamo,Malmo FF,0,2,0,4
2024,2024-04-15,Hammarby FF,IF Elfsborg,0,0,3,0
2024,2024-04-20,IFK Goteborg,IFK Norrkoping,1,1,1,1
2024,2024-04-20,Sirius,IFK Varnamo,0,1,0,1
2024,2024-04-20,Malmo FF,Vasteras SK FK,0,0,1,0
2024,2024-04-21,AIK Stockholm,Djurgardens IF,0,0,2,0
2024,2024-04-21,Gais,Mjallby AIF,0,0,2,1
2024,2024-04-21,BK Hacken,Hammarby FF,0,1,2,1
2024,2024-04-21,Halmstad,IF Brommapojkarna,0,1,0,2
2024,2024-04-22,IF Elfsborg,Kalmar FF,0,1,1,2
2024,2024-04-24,IFK Goteborg,BK Hacken,0,1,0,1
2024,2024-04-24,IF Brommapojkarna,Sirius,0,0,1,1
2024,2024-04-24,AIK Stockholm,IFK Varnamo,2,0,2,0
2024,2024-04-25,Djurgardens IF,Malmo FF,0,0,0,1
2024,2024-04-25,Kalmar FF,Gais,1,1,2,3
2024,2024-04-25,IFK Norrkoping,IF Elfsborg,0,2,4,2
2024,2024-04-25,Halmstad,Hammarby FF,1,0,2,1
