season,date,home,away,ht_home,ht_away,ft_home,ft_away
2024,2024-03-30,GIF Sundsvall,Ostersunds FK,0,0,1,0
2024,2024-03-30,Orgryte IS,Utsikten,0,1,1,2
2024,2024-03-31,trelleborgs FF,Oddevold,1,0,1,2
2024,2024-03-31,Landskrona BoIS,Sandviken,2,0,4,0
2024,2024-04-01,Orebro SK,Skövde AIK,0,0,0,1
2024,2024-04-01,gefle IF,Helsingborg,0,2,2,3
2024,2024-04-01,IK brage,Varbergs BoIS FC,1,0,1,0
2024,2024-04-02,Osters IF,Degerfors IF,0,1,1,1
2024,2024-04-06,Ostersunds FK,trelleborgs FF,0,0,1,0
2024,2024-04-06,Varbergs BoIS FC,Osters IF,1,1,1,2
2024,2024-04-06,Degerfors IF,GIF Sundsvall,1,0,2,0
2024,2024-04-06,Sandviken,Orebro SK,1,0,2,1
2024,2024-04-07,Utsikten,gefle IF,0,0,0,0
2024,2024-04-07,Skövde AIK,Landskrona BoIS,0,0,0,0
2024,2024-04-08,Oddevold,Orgryte IS,0,0,0,0
2024,2024-04-09,Helsingborg,IK brage,0,1,1,1
2024,2024-04-12,GIF Sundsvall,Skövde AIK,1,1,3,1
2024,2024-04-13,Varbergs BoIS FC,Ostersunds FK,1,0,2,0
2024,2024-04-13,Landskrona BoIS,Oddevold,1,0,2,1
2024,2024-04-14,trelleborgs FF,Sandviken,0,0,1,0
2024,2024-04-14,Helsingborg,Utsikten,1,1,1,1
2024,2024-04-15,gefle IF,Degerfors IF,1,2,2,2
2024,2024-04-15,Orgryte IS,IK brage,0,0,1,2
2024,2024-04-16,Osters IF,Orebro SK,0,0,2,0
2024,2024-04-20,Sandviken,Osters IF,0,0,1,0
2024,2024-04-20,Skövde AIK,trelleborgs FF,1,0,1,0
2024,2024-04-20,Ostersunds FK,Orgryte IS,0,0,1,1
2024,2024-04-20,Utsikten,GIF Sundsvall,1,0,1,0
2024,2024-04-21,Oddevold,gefle IF,1,0,2,1
2024,2024-04-21,IK brage,Landskrona BoIS,0,1,1,1
2024,2024-04-22,Orebro SK,Varbergs BoIS FC,1,0,3,1
2024,2024-04-23,Degerfors IF,Helsingborg,1,1,2,1
2024,2024-04-27,GIF Sundsvall,Varbergs BoIS FC,0,0,1,1
2024,2024-04-27,gefle IF,Sandviken,0,2,2,2
2024,2024-04-27,Landskrona BoIS,Utsikten,1,0,1,0
2024,2024-04-27,Orgryte IS,Osters IF,1,0,2,2
2024,2024-04-28,Helsingborg,Ostersunds FK,0,0,0,0
2024,2024-04-28,Orebro SK,IK brage,1,0,2,1
2024,2024-04-29,trelleborgs FF,Degerfors IF,1,1,1,1
2024,2024-04-30,Skövde AIK,Oddevold,0,0,0,0
2024,2024-05-04,Sandviken,IK brage,0,0,0,1
2024,2024-05-04,Oddevold,GIF Sundsvall,1,0,1,0
2024,2024-05-04,Degerfors IF,Landskrona BoIS,0,1,1,3
2024,2024-05-04,Osters IF,gefle IF,0,0,0,0
2024,2024-05-04,Utsikten,Skövde AIK,1,0,4,1
2024,2024-05-05,Ostersunds FK,Orebro SK,1,0,1,1
2024,2024-05-06,Varbergs BoIS FC,trelleborgs FF,0,1,0,1
2024,2024-05-07,Orgryte IS,Helsingborg,0,1,0,1
2024,2024-05-10,Osters IF,Oddevold,3,0,3,0
2024,2024-05-11,trelleborgs FF,Utsikten,1,2,2,2
2024,2024-05-11,GIF Sundsvall,Landskrona BoIS,1,2,1,3
2024,2024-05-11,Varbergs BoIS FC,Orgryte IS,1,2,1,3
2024,2024-05-12,gefle IF,Skövde AIK,0,0,2,0
2024,2024-05-12,Helsingborg,Sandviken,1,0,2,2
2024,2024-05-12,IK brage,Ostersunds FK,2,1,2,1
2024,2024-05-14,Orebro SK,Degerfors IF,0,0,2,1
2024,2024-05-17,trelleborgs FF,Helsingborg,0,0,0,0
2024,2024-05-17,gefle IF,GIF Sundsvall,1,0,1,0
2024,2024-05-17,Utsikten,Osters IF,0,0,1,1
2024,2024-05-18,Skövde AIK,Ostersunds FK,0,0,1,0
2024,2024-05-18,Degerfors IF,Orgryte IS,1,0,4,1
2024,2024-05-18,Oddevold,IK brage,0,0,1,1
2024,2024-05-19,Landskrona BoIS,Orebro SK,0,0,0,0
2024,2024-05-19,Sandviken,Varbergs BoIS FC,2,0,3,1
2024,2024-05-22,GIF Sundsvall,Sandviken,0,0,0,0
2024,2024-05-22,Ostersunds FK,gefle IF,2,1,4,3
2024,2024-05-22,Helsingborg,Skövde AIK,0,0,0,1
2024,2024-05-22,Orgryte IS,trelleborgs FF,1,0,1,2
2024,2024-05-22,Osters IF,Landskrona BoIS,1,1,2,1
2024,2024-05-23,Orebro SK,Utsikten,0,0,0,1
2024,2024-05-23,Varbergs BoIS FC,Oddevold,1,0,2,1
2024,2024-05-23,IK brage,Degerfors IF,0,1,0,1
2024,2024-05-26,Skövde AIK,Osters IF,1,0,1,2
2024,2024-05-26,gefle IF,Orebro SK,1,0,3,1
2024,2024-05-26,Sandviken,Orgryte IS,1,1,3,1
2024,2024-05-26,Oddevold,Ostersunds FK,1,2,1,2
2024,2024-05-26,Helsingborg,Landskrona BoIS,0,1,0,1
2024,2024-05-27,trelleborgs FF,GIF Sundsvall,1,0,3,2
2024,2024-05-27,Utsikten,IK brage,0,0,1,0
2024,2024-05-28,Degerfors IF,Varbergs BoIS FC,0,0,1,1
2024,2024-06-01,Degerfors IF,Utsikten,2,1,3,1
2024,2024-06-01,Ostersunds FK,Sandviken,0,0,0,2
2024,2024-06-01,IK brage,Osters IF,0,0,1,0
2024,2024-06-01,Landskrona BoIS,trelleborgs FF,1,0,2,0
2024,2024-06-02,Orebro SK,Oddevold,0,1,2,2
2024,2024-06-02,GIF Sundsvall,Helsingborg,1,0,1,3
2024,2024-06-02,Orgryte IS,gefle IF,2,0,3,0
2024,2024-06-02,Varbergs BoIS FC,Skövde AIK,0,2,2,2
2024,2024-06-14,Orgryte IS,GIF Sundsvall,1,0,1,1
2024,2024-06-15,gefle IF,Landskrona BoIS,1,1,1,2
2024,2024-06-15,Skövde AIK,Degerfors IF,0,0,0,2
2024,2024-06-15,Utsikten,Varbergs BoIS FC,0,0,0,1
2024,2024-06-16,Helsingborg,Orebro SK,1,0,1,0
2024,2024-06-16,Osters IF,Ostersunds FK,0,0,1,1
2024,2024-06-16,Sandviken,Oddevold,1,0,2,0
2024,2024-06-17,trelleborgs FF,IK brage,0,0,1,0
2024,2024-06-23,Ostersunds FK,Utsikten,0,0,1,0
2024,2024-06-23,IK brage,GIF Sundsvall,3,0,5,0
2024,2024-06-23,Oddevold,Degerfors IF,0,1,1,1
2024,2024-06-23,Varbergs BoIS FC,gefle IF,1,1,4,3
2024,2024-06-23,Skövde AIK,Sandviken,0,0,0,2
2024,2024-06-24,Orebro SK,trelleborgs FF,0,0,1,1
2024,2024-06-24,Osters IF,Helsingborg,1,0,4,0
2024,2024-06-24,Landskrona BoIS,Orgryte IS,2,2,4,3
2024,2024-06-28,Helsingborg,Varbergs BoIS FC,0,0,1,0
2024,2024-06-28,IK brage,gefle IF,1,1,2,2
2024,2024-06-29,GIF Sundsvall,Orebro SK,0,1,1,3
2024,2024-06-29,Degerfors IF,Sandviken,3,0,4,1
2024,2024-06-29,Utsikten,Oddevold,1,1,2,3
2024,2024-06-30,Landskrona BoIS,Ostersunds FK,2,0,4,3
2024,2024-06-30,trelleborgs FF,Osters IF,0,2,1,4
2024,2024-06-30,Orgryte IS,Skövde AIK,1,0,2,0
2024,2024-07-20,gefle IF,trelleborgs FF,2,2,2,2
2024,2024-07-20,Osters IF,GIF Sundsvall,1,0,2,0
2024,2024-07-20,Oddevold,Helsingborg,0,0,0,3
2024,2024-07-20,Orebro SK,Orgryte IS,0,0,0,0
2024,2024-07-21,Ostersunds FK,Degerfors IF,2,0,2,1
2024,2024-07-21,Sandviken,Utsikten,1,1,1,2
2024,2024-07-21,Skövde AIK,IK brage,1,0,1,0
2024,2024-07-22,Varbergs BoIS FC,Landskrona BoIS,0,0,1,1
2024,2024-07-27,Utsikten,Sandviken,0,0,2,1
2024,2024-07-27,Ostersunds FK,Varbergs BoIS FC,0,1,2,1
2024,2024-07-27,Degerfors IF,Skövde AIK,0,0,2,0
2024,2024-07-28,GIF Sundsvall,trelleborgs FF,1,1,2,1
2024,2024-07-28,IK brage,Orebro SK,0,0,2,0
2024,2024-07-28,Landskrona BoIS,gefle IF,0,1,0,2
2024,2024-07-29,Helsingborg,Osters IF,3,1,3,2
2024,2024-07-29,Orgryte IS,Oddevold,1,1,4,2
2024,2024-08-02,Orebro SK,Ostersunds FK,1,1,4,1
2024,2024-08-02,GIF Sundsvall,Utsikten,0,0,1,0
2024,2024-08-03,Degerfors IF,Oddevold,2,0,2,2
2024,2024-08-03,Varbergs BoIS FC,Helsingborg,0,2,0,3
2024,2024-08-03,Sandviken,gefle IF,1,0,4,0
2024,2024-08-04,Skövde AIK,Orgryte IS,0,1,0,2
2024,2024-08-04,trelleborgs FF,Landskrona BoIS,0,1,1,3
2024,2024-08-04,Osters IF,IK brage,0,1,0,2
2024,2024-08-09,IK brage,Skövde AIK,1,0,2,0
2024,2024-08-10,gefle IF,Varbergs BoIS FC,0,1,0,4
2024,2024-08-10,Ostersunds FK,Osters IF,0,0,0,0
2024,2024-08-10,Utsikten,trelleborgs FF,0,1,0,2
2024,2024-08-11,Oddevold,Sandviken,1,0,2,2
2024,2024-08-12,Orgryte IS,Orebro SK,2,0,3,1
2024,2024-08-12,Landskrona BoIS,GIF Sundsvall,0,0,0,0
2024,2024-08-13,Helsingborg,Degerfors IF,1,0,1,1
2024,2024-08-16,Varbergs BoIS FC,GIF Sundsvall,1,0,3,0
2024,2024-08-16,Oddevold,Utsikten,2,1,2,1
2024,2024-08-17,trelleborgs FF,Ostersunds FK,0,0,1,0
2024,2024-08-17,Osters IF,Orgryte IS,1,0,1,0
2024,2024-08-17,Orebro SK,gefle IF,2,0,4,1
2024,2024-08-17,Skövde AIK,Helsingborg,1,3,1,3
2024,2024-08-18,Degerfors IF,IK brage,1,1,1,1
2024,2024-08-18,Sandviken,Landskrona BoIS,1,0,2,0
2024,2024-08-25,Ostersunds FK,Skövde AIK,2,1,2,2
2024,2024-08-25,gefle IF,Osters IF,1,1,2,1
2024,2024-08-25,Sandviken,trelleborgs FF,2,0,4,0
2024,2024-08-26,GIF Sundsvall,Oddevold,1,0,3,0
2024,2024-08-26,Orgryte IS,Degerfors IF,0,2,1,3
2024,2024-08-26,Landskrona BoIS,Varbergs BoIS FC,1,2,1,4
2024,2024-08-27,IK brage,Helsingborg,0,2,0,3
2024,2024-08-27,Utsikten,Orebro SK,2,1,3,2
2024,2024-08-31,Orebro SK,GIF Sundsvall,0,0,0,0
2024,2024-08-31,Degerfors IF,Ostersunds FK,1,0,2,0
2024,2024-08-31,Varbergs BoIS FC,Utsikten,0,1,1,1
2024,2024-08-31,Osters IF,Sandviken,2,1,2,2
2024,2024-09-01,Oddevold,Landskrona BoIS,0,2,0,3
2024,2024-09-01,Helsingborg,trelleborgs FF,0,2,0,3
2024,2024-09-01,Skövde AIK,gefle IF,0,0,0,1
2024,2024-09-01,IK brage,Orgryte IS,0,1,0,2
2024,2024-09-13,trelleborgs FF,Orebro SK,0,1,2,1
2024,2024-09-13,Ostersunds FK,Helsingborg,1,0,1,0
