season,date,home,away,ht_home,ht_away,ft_home,ft_away,fixture_id,league_id,home_shots,home_sot,away_shots,away_sot,home_xg_est,away_xg_est
2024,2024-04-01,Valerenga,Sogndal,0.0,1.0,1.0,1.0,1151874,104,,,,,,
2024,2024-04-01,Aalesund,Stabaek,0.0,0.0,1.0,1.0,1151875,104,,,,,,
2024,2024-04-01,Bryne,Start,2.0,0.0,3.0,1.0,1151872,104,,,,,,
2024,2024-04-01,Kongsvinger,Ranheim,0.0,1.0,2.0,1.0,1151873,104,,,,,,
2024,2024-04-01,Sandnes ULF,Egersund,1.0,3.0,3.0,4.0,1151878,104,,,,,,
2024,2024-04-01,Asane,Levanger,1.0,1.0,2.0,2.0,1151876,104,,,,,,
2024,2024-04-01,Mjondalen,Raufoss,1.0,0.0,1.0,1.0,1151877,104,,,,,,
2024,2024-04-01,Moss,Lyn,1.0,0.0,3.0,0.0,1151879,104,,,,,,
2024,2024-04-06,Ranheim,Sandnes ULF,2.0,0.0,3.0,1.0,1151885,104,,,,,,
2024,2024-04-06,Stabaek,Bryne,1.0,0.0,1.0,0.0,1151884,104,,,,,,
2024,2024-04-06,Start,Aalesund,0.0,2.0,1.0,3.0,1151887,104,,,,,,
2024,2024-04-06,Sogndal,Mjondalen,2.0,1.0,3.0,1.0,1151883,104,,,,,,
2024,2024-04-06,Levanger,Moss,4.0,0.0,5.0,0.0,1151881,104,,,,,,
2024,2024-04-06,Raufoss,Valerenga,1.0,2.0,1.0,2.0,1151886,104,,,,,,
2024,2024-04-07,Lyn,Kongsvinger,1.0,1.0,1.0,1.0,1151882,104,,,,,,
2024,2024-04-14,Valerenga,Stabaek,1.0,1.0,1.0,3.0,1151888,104,,,,,,
2024,2024-04-15,Aalesund,Lyn,0.0,1.0,0.0,3.0,1151895,104,,,,,,
2024,2024-04-15,Bryne,Levanger,0.0,1.0,0.0,1.0,1151890,104,,,,,,
2024,2024-04-15,Kongsvinger,Egersund,1.0,1.0,3.0,3.0,1151889,104,,,,,,
2024,2024-04-15,Sandnes ULF,Raufoss,1.0,0.0,2.0,0.0,1151892,104,,,,,,
2024,2024-04-15,Asane,Sogndal,0.0,1.0,1.0,1.0,1151893,104,,,,,,
2024,2024-04-15,Mjondalen,Start,1.0,1.0,1.0,1.0,1151894,104,,,,,,
2024,2024-04-15,Moss,Ranheim,1.0,0.0,2.0,1.0,1151891,104,,,,,,
2024,2024-04-20,Ranheim,Asane,0.0,1.0,2.0,2.0,1151897,104,,,,,,
