season,date,home,away,ht_home,ht_away,ft_home,ft_away,fixture_id,league_id,home_shots,home_sot,away_shots,away_sot,home_xg_est,away_xg_est
2022,2022-08-05,Eintracht Frankfurt,Bayern Munich,0,5,1,6,871164,78,8,,23,,0.24,0.69
2022,2022-08-06,VfL Wolfsburg,Werder Bremen,1,2,2,2,871169,78,11,,10,,0.33,0.3
2022,2022-08-06,Borussia Monchengladbach,1899 Hoffenheim,1,1,3,1,871168,78,18,,2,,0.54,0.06
2022,2022-08-06,FC Augsburg,SC Freiburg,0,0,0,4,871171,78,11,,19,,0.33,0.57
2022,2022-08-06,Vfl Bochum,FSV Mainz 05,1,1,1,2,871170,78,16,,13,,0.48,0.39
2022,2022-08-06,Union Berlin,Hertha Berlin,1,0,3,1,871166,78,19,,7,,0.57,0.21
2022,2022-08-06,Borussia Dortmund,Bayer Leverkusen,1,0,1,0,871165,78,14,,8,,0.42,0.24
2022,2022-08-07,VfB Stuttgart,RB Leipzig,1,1,1,1,871172,78,11,,28,,0.33,0.84
2022,2022-08-07,1.FC Köln,FC Schalke 04,0,0,3,1,871167,78,32,,5,,0.96,0.15
2022,2022-08-12,SC Freiburg,Borussia Dortmund,1,0,1,3,871176,78,16,,13,,0.48,0.39
2022,2022-08-13,Hertha Berlin,Eintracht Frankfurt,1,0,1,1,871179,78,12,,11,,0.36,0.33
2022,2022-08-13,Werder Bremen,VfB Stuttgart,1,1,2,2,871181,78,5,,14,,0.15,0.42
2022,2022-08-13,1899 Hoffenheim,Vfl Bochum,2,2,3,2,871178,78,23,,11,,0.69,0.33
2022,2022-08-13,Bayer Leverkusen,FC Augsburg,1,1,1,2,871174,78,24,,6,,0.72,0.18
2022,2022-08-13,RB Leipzig,1.FC Köln,1,1,2,2,871175,78,9,,13,,0.27,0.39
2022,2022-08-13,FC Schalke 04,Borussia Monchengladbach,1,0,2,2,871180,78,12,,14,,0.36,0.42
2022,2022-08-14,FSV Mainz 05,Union Berlin,0,0,0,0,871177,78,11,,10,,0.33,0.3
2022,2022-08-14,Bayern Munich,VfL Wolfsburg,2,0,2,0,871173,78,24,,8,,0.72,0.24
2022,2022-08-19,Borussia Monchengladbach,Hertha Berlin,1,0,1,0,871185,78,11,,17,,0.33,0.51
2022,2022-08-20,VfL Wolfsburg,FC Schalke 04,0,0,0,0,871187,78,17,,10,,0.51,0.3
2022,2022-08-20,Borussia Dortmund,Werder Bremen,1,0,2,3,871182,78,6,,14,,0.18,0.42
2022,2022-08-20,Bayer Leverkusen,1899 Hoffenheim,0,2,0,3,871183,78,14,,10,,0.42,0.3
2022,2022-08-20,FC Augsburg,FSV Mainz 05,1,1,1,2,871189,78,7,,13,,0.21,0.39
2022,2022-08-20,VfB Stuttgart,SC Freiburg,0,1,0,1,871190,78,17,,9,,0.51,0.27
2022,2022-08-20,Union Berlin,RB Leipzig,2,0,2,1,871184,78,7,,16,,0.21,0.48
2022,2022-08-21,Eintracht Frankfurt,1.FC Köln,0,0,1,1,871186,78,9,,5,,0.27,0.15
2022,2022-08-21,Vfl Bochum,Bayern Munich,0,4,0,7,871188,78,13,,22,,0.39,0.66
2022,2022-08-26,SC Freiburg,Vfl Bochum,0,0,1,0,871193,78,29,,15,,0.87,0.45
2022,2022-08-27,Hertha Berlin,Borussia Dortmund,0,1,0,1,871197,78,13,,22,,0.39,0.66
2022,2022-08-27,FSV Mainz 05,Bayer Leverkusen,0,3,0,3,871195,78,18,,8,,0.54,0.24
2022,2022-08-27,1899 Hoffenheim,FC Augsburg,1,0,1,0,871196,78,21,,11,,0.63,0.33
2022,2022-08-27,RB Leipzig,VfL Wolfsburg,1,0,2,0,871192,78,16,,9,,0.48,0.27
2022,2022-08-27,FC Schalke 04,Union Berlin,1,3,1,6,871198,78,16,,12,,0.48,0.36
2022,2022-08-27,Bayern Munich,Borussia Monchengladbach,0,1,1,1,871191,78,33,,5,,0.99,0.15
2022,2022-08-28,1.FC Köln,VfB Stuttgart,0,0,0,0,871194,78,7,,14,,0.21,0.42
2022,2022-08-28,Werder Bremen,Eintracht Frankfurt,2,3,3,4,871199,78,10,,10,,0.3,0.3
2022,2022-09-02,Borussia Dortmund,1899 Hoffenheim,1,0,1,0,871200,78,15,,7,,0.45,0.21
2022,2022-09-03,VfL Wolfsburg,1.FC Köln,1,3,2,4,871205,78,9,,18,,0.27,0.54
2022,2022-09-03,Bayer Leverkusen,SC Freiburg,1,0,2,3,871201,78,15,,6,,0.45,0.18
2022,2022-09-03,VfB Stuttgart,FC Schalke 04,1,1,1,1,871208,78,13,,12,,0.39,0.36
2022,2022-09-03,Vfl Bochum,Werder Bremen,0,0,0,2,871206,78,19,,16,,0.57,0.48
2022,2022-09-03,Union Berlin,Bayern Munich,1,1,1,1,871202,78,7,,21,,0.21,0.63
2022,2022-09-03,Eintracht Frankfurt,RB Leipzig,2,0,4,0,871204,78,14,,4,,0.42,0.12
2022,2022-09-04,FC Augsburg,Hertha Berlin,0,0,0,2,871207,78,7,,15,,0.21,0.45
2022,2022-09-04,Borussia Monchengladbach,FSV Mainz 05,0,0,0,1,871203,78,14,,11,,0.42,0.33
2022,2022-09-09,Werder Bremen,FC Augsburg,0,0,0,1,871217,78,12,,15,,0.36,0.45
2022,2022-09-10,Bayern Munich,VfB Stuttgart,1,0,2,2,871209,78,19,,7,,0.57,0.21
2022,2022-09-10,Hertha Berlin,Bayer Leverkusen,0,0,2,2,871215,78,17,,11,,0.51,0.33
2022,2022-09-10,1899 Hoffenheim,FSV Mainz 05,0,0,4,1,871213,78,21,,9,,0.63,0.27
2022,2022-09-10,Eintracht Frankfurt,VfL Wolfsburg,0,0,0,1,871214,78,10,,7,,0.3,0.21
2022,2022-09-10,RB Leipzig,Borussia Dortmund,2,0,3,0,871210,78,15,,5,,0.45,0.15
2022,2022-09-10,FC Schalke 04,Vfl Bochum,1,0,3,1,871216,78,20,,10,,0.6,0.3
2022,2022-09-11,1.FC Köln,Union Berlin,0,1,0,1,871212,78,8,,12,,0.24,0.36
2022,2022-09-11,SC Freiburg,Borussia Monchengladbach,0,0,0,0,871211,78,12,,14,,0.36,0.42
2022,2022-09-16,FSV Mainz 05,Hertha Berlin,0,1,1,1,871222,78,11,,4,,0.33,0.12
2022,2022-09-17,Borussia Dortmund,FC Schalke 04,0,0,1,0,871226,78,17,,3,,0.51,0.09
2022,2022-09-17,Bayer Leverkusen,Werder Bremen,0,0,1,1,871220,78,19,,19,,0.57,0.57
2022,2022-09-17,FC Augsburg,Bayern Munich,0,0,1,0,871218,78,10,,19,,0.3,0.57
2022,2022-09-17,VfB Stuttgart,Eintracht Frankfurt,0,1,1,3,871225,78,15,,13,,0.45,0.39
2022,2022-09-17,Borussia Monchengladbach,RB Leipzig,2,0,3,0,871219,78,21,,12,,0.63,0.36
2022,2022-09-18,Union Berlin,VfL Wolfsburg,0,0,2,0,871221,78,16,,5,,0.48,0.15
2022,2022-09-18,Vfl Bochum,1.FC Köln,1,0,1,1,871223,78,7,,18,,0.21,0.54
2022,2022-09-18,1899 Hoffenheim,SC Freiburg,0,0,0,0,871224,78,10,,14,,0.3,0.42
2022,2022-09-30,Bayern Munich,Bayer Leverkusen,3,0,4,0,871227,78,20,,10,,0.6,0.3
2022,2022-10-01,SC Freiburg,FSV Mainz 05,2,0,2,1,871229,78,13,,15,,0.39,0.45
2022,2022-10-01,VfL Wolfsburg,VfB Stuttgart,2,2,3,2,871232,78,19,,14,,0.57,0.42
2022,2022-10-01,Eintracht Frankfurt,Union Berlin,2,0,2,0,871231,78,13,,16,,0.39,0.48
2022,2022-10-01,RB Leipzig,Vfl Bochum,2,0,4,0,871228,78,17,,2,,0.51,0.06
2022,2022-10-01,1.FC Köln,Borussia Dortmund,0,1,3,2,871230,78,21,,22,,0.63,0.66
2022,2022-10-01,Werder Bremen,Borussia Monchengladbach,4,0,5,1,871235,78,14,,13,,0.42,0.39
2022,2022-10-02,Hertha Berlin,1899 Hoffenheim,1,1,1,1,871233,78,14,,16,,0.42,0.48
2022,2022-10-02,FC Schalke 04,FC Augsburg,1,2,2,3,871234,78,17,,12,,0.51,0.36
2022,2022-10-07,1899 Hoffenheim,Werder Bremen,1,1,1,2,871239,78,17,,8,,0.51,0.24
2022,2022-10-08,FSV Mainz 05,RB Leipzig,1,0,1,1,871238,78,9,,13,,0.27,0.39
